,activity_type,altitude,ant_device_number,ant_network,ant_transmission_type,antplus_device_type,avg_cadence_position,avg_fractional_cadence,avg_heart_rate,avg_left_power_phase,avg_left_power_phase_peak,avg_power_position,avg_right_power_phase,avg_right_power_phase_peak,avg_running_cadence,avg_speed,avg_stance_time,avg_stance_time_balance,avg_stance_time_percent,avg_step_length,avg_vertical_oscillation,avg_vertical_ratio,battery_status,battery_voltage,cadence,cum_operating_time,data,device_index,device_type,distance,end_position_lat,end_position_long,enhanced_altitude,enhanced_avg_speed,enhanced_max_speed,enhanced_speed,event,event_group,event_type,first_lap_index,fractional_cadence,garmin_product,hardware_version,heart_rate,lap_trigger,local_timestamp,manufacturer,max_cadence_position,max_fractional_cadence,max_heart_rate,max_power_position,max_running_cadence,max_speed,message_index,name,nec_lat,nec_long,num_laps,num_sessions,position_lat,position_long,product,serial_number,software_version,source_type,speed,sport,stance_time,stance_time_balance,stance_time_percent,start_position_lat,start_position_long,start_time,step_length,sub_sport,swc_lat,swc_long,temperature,time_created,time_in_hr_zone,time_in_power_zone,timer_trigger,timestamp,total_ascent,total_calories,total_descent,total_distance,total_elapsed_time,total_strides,total_timer_time,total_training_effect,type,vertical_oscillation,vertical_ratio
0,walking,255.79999999999995,,,,,,,,,,,,,,,,,,,,,,,68,,,,,274.93,,,255.79999999999995,,,1.689,,,,,0.5,,,133,,,,,,,,,,,,,,,,492753139,-1146604201,,,,,1.689,,,,,,,,865.0,,,,25,,,,,2019-01-01 16:47:48,,,,,,,,,,48.7,5.25
0,running,255.79999999999995,,,,,,,,,,,,,,,,,,,,,,,70,,,,,276.59,,,255.79999999999995,,,1.633,,,,,0.0,,,132,,,,,,,,,,,,,,,,492753062,-1146604415,,,,,1.633,,391.0,49.65,47.25,,,,548.0,,,,25,,,,,2019-01-01 16:47:49,,,,,,,,,,57.5,6.03
0,walking,256.20000000000005,,,,,,,,,,,,,,,,,,,,,,,70,,,,,280.53,,,256.20000000000005,,,1.484,,,,,0.5,,,132,,,,,,,,,,,,,,,,492752879,-1146604921,,,,,1.484,,,,,,,,642.0,,,,25,,,,,2019-01-01 16:47:52,,,,,,,,,,41.0,6.62
0,running,256.20000000000005,,,,,,,,,,,,,,,,,,,,,,,68,,,,,282.15,,,256.20000000000005,,,1.381,,,,,0.5,,,132,,,,,,,,,,,,,,,,492752831,-1146605145,,,,,1.381,,404.0,49.84,47.25,,,,652.0,,,,25,,,,,2019-01-01 16:47:53,,,,,,,,,,40.0,6.53
0,walking,256.20000000000005,,,,,,,,,,,,,,,,,,,,,,,68,,,,,284.0,,,256.20000000000005,,,1.381,,,,,0.5,,,133,,,,,,,,,,,,,,,,492752764,-1146605393,,,,,1.381,,,,,,,,613.0,,,,25,,,,,2019-01-01 16:47:54,,,,,,,,,,38.0,6.34
0,running,256.20000000000005,,,,,,,,,,,,,,,,,,,,,,,69,,,,,285.72,,,256.20000000000005,,,1.614,,,,,0.5,,,134,,,,,,,,,,,,,,,,492752684,-1146605613,,,,,1.614,,408.0,49.34,47.5,,,,625.0,,,,25,,,,,2019-01-01 16:47:55,,,,,,,,,,36.0,6.03
0,walking,256.20000000000005,,,,,,,,,,,,,,,,,,,,,,,69,,,,,287.29,,,256.20000000000005,,,1.736,,,,,0.0,,,136,,,,,,,,,,,,,,,,492752613,-1146605817,,,,,1.736,,,,,,,,832.0,,,,25,,,,,2019-01-01 16:47:56,,,,,,,,,,36.0,5.65
0,walking,256.4,,,,,,,,,,,,,,,,,,,,,,,63,,,,,288.47,,,256.4,,,1.736,,,,,0.0,,,136,,,,,,,,,,,,,,,,492752532,-1146605948,,,,,1.736,,,,,,,,794.0,,,,25,,,,,2019-01-01 16:47:57,,,,,,,,,,35.0,5.34
0,walking,257.0,,,,,,,,,,,,,,,,,,,,,,,65,,,,,294.51,,,257.0,,,1.642,,,,,0.0,,,137,,,,,,,,,,,,,,,,492752245,-1146606723,,,,,1.642,,,,,,,,527.0,,,,25,,,,,2019-01-01 16:48:02,,,,,,,,,,39.0,6.62
0,walking,257.20000000000005,,,,,,,,,,,,,,,,,,,,,,,64,,,,,314.91,,,257.20000000000005,,,1.502,,,,,0.5,,,136,,,,,,,,,,,,,,,,492751877,-1146609231,,,,,1.502,,,,,,,,668.0,,,,25,,,,,2019-01-01 16:48:15,,,,,,,,,,49.7,6.9
0,walking,257.20000000000005,,,,,,,,,,,,,,,,,,,,,,,60,,,,,320.09,,,257.20000000000005,,,1.558,,,,,0.0,,,134,,,,,,,,,,,,,,,,492752040,-1146609951,,,,,1.558,,,,,,,,808.0,,,,25,,,,,2019-01-01 16:48:18,,,,,,,,,,49.7,6.34
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,63,,,,,321.42,,,257.4,,,1.558,,,,,0.0,,,134,,,,,,,,,,,,,,,,492751982,-1146610144,,,,,1.558,,469.0,49.03,50.0,,,,803.0,,,,25,,,,,2019-01-01 16:48:19,,,,,,,,,,45.7,6.12
0,running,257.4,,,,,,,,,,,,,,,,,,,,,,,63,,,,,322.79,,,257.4,,,1.558,,,,,0.0,,,134,,,,,,,,,,,,,,,,492751863,-1146610284,,,,,1.558,,469.0,49.03,50.0,,,,803.0,,,,25,,,,,2019-01-01 16:48:20,,,,,,,,,,45.7,6.12
0,walking,258.0,,,,,,,,,,,,,,,,,,,,,,,60,,,,,329.53,,,258.0,,,1.446,,,,,0.5,,,136,,,,,,,,,,,,,,,,492751267,-1146610812,,,,,1.446,,,,,,,,661.0,,,,25,,,,,2019-01-01 16:48:25,,,,,,,,,,54.5,6.81
0,walking,258.0,,,,,,,,,,,,,,,,,,,,,,,62,,,,,331.17,,,258.0,,,1.446,,,,,0.5,,,137,,,,,,,,,,,,,,,,492751140,-1146610983,,,,,1.446,,,,,,,,675.0,,,,25,,,,,2019-01-01 16:48:26,,,,,,,,,,55.5,7.59
0,walking,259.0,,,,,,,,,,,,,,,,,,,,,,,66,,,,,340.14,,,259.0,,,1.652,,,,,0.5,,,137,,,,,,,,,,,,,,,,492750336,-1146611687,,,,,1.652,,,,,,,,794.0,,,,25,,,,,2019-01-01 16:48:31,,,,,,,,,,37.0,6.12
0,walking,259.20000000000005,,,,,,,,,,,,,,,,,,,,,,,66,,,,,343.2,,,259.20000000000005,,,1.633,,,,,0.5,,,137,,,,,,,,,,,,,,,,492750093,-1146611977,,,,,1.633,,,,,,,,794.0,,,,25,,,,,2019-01-01 16:48:33,,,,,,,,,,37.0,5.46
0,walking,259.79999999999995,,,,,,,,,,,,,,,,,,,,,,,66,,,,,364.3,,,259.79999999999995,,,1.661,,,,,0.0,,,135,,,,,,,,,,,,,,,,492748376,-1146613892,,,,,1.661,,,,,,,,839.0,,,,25,,,,,2019-01-01 16:48:46,,,,,,,,,,49.7,6.03
0,walking,260.0,,,,,,,,,,,,,,,,,,,,,,,64,,,,,367.57,,,260.0,,,1.605,,,,,0.0,,,134,,,,,,,,,,,,,,,,492748241,-1146614321,,,,,1.605,,,,,,,,794.0,,,,25,,,,,2019-01-01 16:48:48,,,,,,,,,,47.7,5.84
0,walking,260.0,,,,,,,,,,,,,,,,,,,,,,,65,,,,,380.84,,,260.0,,,1.633,,,,,0.0,,,132,,,,,,,,,,,,,,,,492747861,-1146616136,,,,,1.633,,,,,,,,752.0,,,,24,,,,,2019-01-01 16:48:56,,,,,,,,,,47.7,6.03
0,walking,260.4,,,,,,,,,,,,,,,,,,,,,,,64,,,,,388.11,,,260.4,,,1.642,,,,,0.0,,,129,,,,,,,,,,,,,,,,492747527,-1146617075,,,,,1.642,,,,,,,,791.0,,,,24,,,,,2019-01-01 16:49:01,,,,,,,,,,45.7,5.75
0,walking,260.4,,,,,,,,,,,,,,,,,,,,,,,63,,,,,394.47,,,260.4,,,1.558,,,,,0.0,,,126,,,,,,,,,,,,,,,,492747161,-1146617842,,,,,1.558,,,,,,,,597.0,,,,24,,,,,2019-01-01 16:49:06,,,,,,,,,,44.7,6.25
0,walking,260.4,,,,,,,,,,,,,,,,,,,,,,,65,,,,,401.09,,,260.4,,,1.521,,,,,0.5,,,126,,,,,,,,,,,,,,,,492747004,-1146618755,,,,,1.521,,,,,,,,699.0,,,,24,,,,,2019-01-01 16:49:10,,,,,,,,,,40.0,6.53
0,walking,260.79999999999995,,,,,,,,,,,,,,,,,,,,,,,64,,,,,407.26,,,260.79999999999995,,,1.596,,,,,0.5,,,129,,,,,,,,,,,,,,,,492747382,-1146619482,,,,,1.596,,,,,,,,724.0,,,,24,,,,,2019-01-01 16:49:14,,,,,,,,,,42.7,5.93
0,walking,261.20000000000005,,,,,,,,,,,,,,,,,,,,,,,62,,,,,411.14,,,261.20000000000005,,,1.474,,,,,0.0,,,127,,,,,,,,,,,,,,,,492747748,-1146619753,,,,,1.474,,,,,,,,704.0,,,,24,,,,,2019-01-01 16:49:17,,,,,,,,,,41.0,5.75
0,running,261.4,,,,,,,,,,,,,,,,,,,,,,,62,,,,,412.72,,,261.4,,,1.446,,,,,0.5,,,126,,,,,,,,,,,,,,,,492747904,-1146619838,,,,,1.446,,466.0,47.4,48.75,,,,704.0,,,,24,,,,,2019-01-01 16:49:18,,,,,,,,,,58.5,6.25
0,running,262.4,,,,,,,,,,,,,,,,,,,,,,,57,,,,,419.45,,,262.4,,,1.502,,,,,0.5,,,127,,,,,,,,,,,,,,,,492748520,-1146620341,,,,,1.502,,455.0,47.71,44.0,,,,775.0,,,,24,,,,,2019-01-01 16:49:22,,,,,,,,,,62.5,7.4
0,walking,262.79999999999995,,,,,,,,,,,,,,,,,,,,,,,65,,,,,421.3,,,262.79999999999995,,,1.502,,,,,0.0,,,127,,,,,,,,,,,,,,,,492748698,-1146620460,,,,,1.502,,,,,,,,742.0,,,,24,,,,,2019-01-01 16:49:23,,,,,,,,,,58.5,7.5
0,walking,263.79999999999995,,,,,,,,,,,,,,,,,,,,,,,64,,,,,424.95,,,263.79999999999995,,,1.549,,,,,0.5,,,128,,,,,,,,,,,,,,,,492748940,-1146620853,,,,,1.549,,,,,,,,799.0,,,,24,,,,,2019-01-01 16:49:25,,,,,,,,,,58.5,7.4
0,running,264.0,,,,,,,,,,,,,,,,,,,,,,,63,,,,,432.57,,,264.0,,,1.68,,,,,0.5,,,129,,,,,,,,,,,,,,,,492749080,-1146621920,,,,,1.68,,461.0,48.18,48.5,,,,808.0,,,,24,,,,,2019-01-01 16:49:29,,,,,,,,,,42.7,6.25
0,walking,263.20000000000005,,,,,,,,,,,,,,,,,,,,,,,64,,,,,435.91,,,263.20000000000005,,,1.661,,,,,0.0,,,127,,,,,,,,,,,,,,,,492749098,-1146622396,,,,,1.661,,,,,,,,800.0,,,,24,,,,,2019-01-01 16:49:31,,,,,,,,,,45.7,6.12
0,walking,262.6,,,,,,,,,,,,,,,,,,,,,,,64,,,,,439.27,,,262.6,,,1.652,,,,,0.0,,,127,,,,,,,,,,,,,,,,492749169,-1146622864,,,,,1.652,,,,,,,,795.0,,,,24,,,,,2019-01-01 16:49:33,,,,,,,,,,44.7,5.84
0,walking,262.6,,,,,,,,,,,,,,,,,,,,,,,63,,,,,448.95,,,262.6,,,1.661,,,,,0.5,,,130,,,,,,,,,,,,,,,,492749196,-1146624242,,,,,1.661,,,,,,,,803.0,,,,24,,,,,2019-01-01 16:49:39,,,,,,,,,,50.7,5.93
0,walking,263.0,,,,,,,,,,,,,,,,,,,,,,,64,,,,,459.83,,,263.0,,,1.633,,,,,0.5,,,128,,,,,,,,,,,,,,,,492749242,-1146625788,,,,,1.633,,,,,,,,641.0,,,,24,,,,,2019-01-01 16:49:46,,,,,,,,,,47.7,6.25
0,walking,263.0,,,,,,,,,,,,,,,,,,,,,,,61,,,,,463.16,,,263.0,,,1.586,,,,,0.0,,,128,,,,,,,,,,,,,,,,492749106,-1146626210,,,,,1.586,,,,,,,,753.0,,,,24,,,,,2019-01-01 16:49:48,,,,,,,,,,44.7,6.12
0,walking,262.79999999999995,,,,,,,,,,,,,,,,,,,,,,,66,,,,,472.6,,,262.79999999999995,,,1.847,,,,,0.0,,,125,,,,,,,,,,,,,,,,492748218,-1146626848,,,,,1.847,,,,,,,,915.0,,,,24,,,,,2019-01-01 16:49:53,,,,,,,,,,45.7,5.46
0,walking,262.79999999999995,,,,,,,,,,,,,,,,,,,,,,,65,,,,,473.74,,,262.79999999999995,,,1.847,,,,,0.5,,,125,,,,,,,,,,,,,,,,492748107,-1146626919,,,,,1.847,,,,,,,,931.0,,,,24,,,,,2019-01-01 16:49:54,,,,,,,,,,44.7,5.34
0,walking,262.6,,,,,,,,,,,,,,,,,,,,,,,63,,,,,482.0,,,262.6,,,1.474,,,,,0.0,,,122,,,,,,,,,,,,,,,,492748013,-1146628000,,,,,1.474,,,,,,,,621.0,,,,24,,,,,2019-01-01 16:50:01,,,,,,,,,,41.7,6.25
0,walking,263.4,,,,,,,,,,,,,,,,,,,,,,,63,,,,,496.41,,,263.4,,,1.437,,,,,0.5,,,125,,,,,,,,,,,,,,,,492749220,-1146629270,,,,,1.437,,,,,,,,673.0,,,,23,,,,,2019-01-01 16:50:11,,,,,,,,,,47.7,7.03
0,walking,263.6,,,,,,,,,,,,,,,,,,,,,,,63,,,,,497.94,,,263.6,,,1.437,,,,,0.5,,,125,,,,,,,,,,,,,,,,492749362,-1146629381,,,,,1.437,,,,,,,,681.0,,,,23,,,,,2019-01-01 16:50:12,,,,,,,,,,46.7,6.9
0,walking,263.79999999999995,,,,,,,,,,,,,,,,,,,,,,,64,,,,,502.03,,,263.79999999999995,,,1.437,,,,,0.5,,,126,,,,,,,,,,,,,,,,492749785,-1146629463,,,,,1.437,,,,,,,,679.0,,,,23,,,,,2019-01-01 16:50:15,,,,,,,,,,45.7,6.62
0,walking,263.79999999999995,,,,,,,,,,,,,,,,,,,,,,,64,,,,,505.08,,,263.79999999999995,,,1.428,,,,,0.0,,,123,,,,,,,,,,,,,,,,492750074,-1146629260,,,,,1.428,,,,,,,,688.0,,,,23,,,,,2019-01-01 16:50:17,,,,,,,,,,45.7,6.53
0,walking,263.79999999999995,,,,,,,,,,,,,,,,,,,,,,,64,,,,,509.95,,,263.79999999999995,,,1.437,,,,,0.0,,,120,,,,,,,,,,,,,,,,492750478,-1146628819,,,,,1.437,,,,,,,,676.0,,,,23,,,,,2019-01-01 16:50:20,,,,,,,,,,43.7,6.25
0,walking,263.79999999999995,,,,,,,,,,,,,,,,,,,,,,,64,,,,,514.94,,,263.79999999999995,,,1.437,,,,,0.0,,,123,,,,,,,,,,,,,,,,492750847,-1146628303,,,,,1.437,,,,,,,,692.0,,,,23,,,,,2019-01-01 16:50:23,,,,,,,,,,44.7,6.34
0,walking,264.20000000000005,,,,,,,,,,,,,,,,,,,,,,,66,,,,,535.17,,,264.20000000000005,,,1.465,,,,,0.5,,,122,,,,,,,,,,,,,,,,492751368,-1146625585,,,,,1.465,,,,,,,,661.0,,,,23,,,,,2019-01-01 16:50:36,,,,,,,,,,42.7,6.34
0,running,264.20000000000005,,,,,,,,,,,,,,,,,,,,,,,67,,,,,541.63,,,264.20000000000005,,,1.484,,,,,0.0,,,122,,,,,,,,,,,,,,,,492751363,-1146624664,,,,,1.484,,444.0,48.28,48.75,,,,675.0,,,,23,,,,,2019-01-01 16:50:40,,,,,,,,,,40.0,5.93
0,walking,264.0,,,,,,,,,,,,,,,,,,,,,,,67,,,,,544.56,,,264.0,,,1.53,,,,,0.5,,,121,,,,,,,,,,,,,,,,492751451,-1146624268,,,,,1.53,,,,,,,,687.0,,,,23,,,,,2019-01-01 16:50:42,,,,,,,,,,37.0,5.46
0,running,264.20000000000005,,,,,,,,,,,,,,,,,,,,,,,68,,,,,547.18,,,264.20000000000005,,,1.53,,,,,0.0,,,122,,,,,,,,,,,,,,,,492751597,-1146623949,,,,,1.53,,427.0,48.31,48.5,,,,697.0,,,,23,,,,,2019-01-01 16:50:44,,,,,,,,,,37.0,5.56
0,walking,264.0,,,,,,,,,,,,,,,,,,,,,,,68,,,,,548.58,,,264.0,,,1.521,,,,,0.5,,,122,,,,,,,,,,,,,,,,492751660,-1146623769,,,,,1.521,,,,,,,,694.0,,,,23,,,,,2019-01-01 16:50:45,,,,,,,,,,39.0,5.46
0,walking,264.0,,,,,,,,,,,,,,,,,,,,,,,69,,,,,555.24,,,264.0,,,1.512,,,,,0.5,,,121,,,,,,,,,,,,,,,,492751903,-1146622880,,,,,1.512,,,,,,,,676.0,,,,23,,,,,2019-01-01 16:50:49,,,,,,,,,,37.0,5.56
0,walking,263.6,,,,,,,,,,,,,,,,,,,,,,,66,,,,,567.47,,,263.6,,,1.549,,,,,0.5,,,121,,,,,,,,,,,,,,,,492752115,-1146621181,,,,,1.549,,,,,,,,708.0,,,,23,,,,,2019-01-01 16:50:57,,,,,,,,,,37.0,5.25
0,walking,263.6,,,,,,,,,,,,,,,,,,,,,,,66,,,,,568.97,,,263.6,,,1.54,,,,,0.5,,,118,,,,,,,,,,,,,,,,492752223,-1146621022,,,,,1.54,,,,,,,,709.0,,,,23,,,,,2019-01-01 16:50:58,,,,,,,,,,39.0,5.25
0,walking,263.6,,,,,,,,,,,,,,,,,,,,,,,64,,,,,575.83,,,263.6,,,1.512,,,,,0.5,,,115,,,,,,,,,,,,,,,,492752684,-1146620043,,,,,1.512,,,,,,,,707.0,,,,23,,,,,2019-01-01 16:51:04,,,,,,,,,,43.7,6.03
0,walking,263.6,,,,,,,,,,,,,,,,,,,,,,,63,,,,,576.18,,,263.6,,,1.512,,,,,0.5,,,117,,,,,,,,,,,,,,,,492752742,-1146619946,,,,,1.512,,,,,,,,705.0,,,,23,,,,,2019-01-01 16:51:05,,,,,,,,,,60.5,6.25
0,walking,263.6,,,,,,,,,,,,,,,,,,,,,,,62,,,,,578.15,,,263.6,,,1.502,,,,,0.5,,,118,,,,,,,,,,,,,,,,492752987,-1146620027,,,,,1.502,,,,,,,,719.0,,,,23,,,,,2019-01-01 16:51:07,,,,,,,,,,65.2,7.4
0,walking,264.4,,,,,,,,,,,,,,,,,,,,,,,62,,,,,586.1,,,264.4,,,1.549,,,,,0.0,,,121,,,,,,,,,,,,,,,,492753029,-1146621143,,,,,1.549,,,,,,,,740.0,,,,23,,,,,2019-01-01 16:51:12,,,,,,,,,,52.5,7.03
0,walking,264.6,,,,,,,,,,,,,,,,,,,,,,,62,,,,,588.62,,,264.6,,,1.549,,,,,0.0,,,123,,,,,,,,,,,,,,,,492753147,-1146621468,,,,,1.549,,,,,,,,772.0,,,,23,,,,,2019-01-01 16:51:14,,,,,,,,,,52.5,6.9
0,walking,264.79999999999995,,,,,,,,,,,,,,,,,,,,,,,62,,,,,589.81,,,264.79999999999995,,,1.53,,,,,0.0,,,122,,,,,,,,,,,,,,,,492753253,-1146621569,,,,,1.53,,,,,,,,771.0,,,,23,,,,,2019-01-01 16:51:15,,,,,,,,,,51.7,6.62
0,walking,265.20000000000005,,,,,,,,,,,,,,,,,,,,,,,60,,,,,591.75,,,265.20000000000005,,,1.474,,,,,0.5,,,121,,,,,,,,,,,,,,,,492753463,-1146621578,,,,,1.474,,,,,,,,771.0,,,,23,,,,,2019-01-01 16:51:17,,,,,,,,,,50.7,6.53
0,running,265.4,,,,,,,,,,,,,,,,,,,,,,,70,,,,,596.9,,,265.4,,,1.344,,,,,0.0,,,120,,,,,,,,,,,,,,,,492753919,-1146621130,,,,,1.344,,242.0,48.18,44.5,,,,508.0,,,,23,,,,,2019-01-01 16:51:21,,,,,,,,,,51.7,7.4
0,running,265.6,,,,,,,,,,,,,,,,,,,,,,,70,,,,,597.58,,,265.6,,,1.372,,,,,0.0,,,121,,,,,,,,,,,,,,,,492754006,-1146621136,,,,,1.372,,242.0,48.43,44.5,,,,551.0,,,,23,,,,,2019-01-01 16:51:22,,,,,,,,,,51.7,8.78
0,running,265.6,,,,,,,,,,,,,,,,,,,,,,,68,,,,,599.94,,,265.6,,,1.278,,,,,0.0,,,123,,,,,,,,,,,,,,,,492754151,-1146621465,,,,,1.278,,297.0,48.84,50.0,,,,568.0,,,,23,,,,,2019-01-01 16:51:24,,,,,,,,,,59.5,9.46
0,running,265.79999999999995,,,,,,,,,,,,,,,,,,,,,,,58,,,,,602.15,,,265.79999999999995,,,1.278,,,,,0.0,,,124,,,,,,,,,,,,,,,,492754134,-1146621816,,,,,1.278,,437.0,49.37,50.0,,,,628.0,,,,23,,,,,2019-01-01 16:51:26,,,,,,,,,,55.5,8.78
0,walking,265.79999999999995,,,,,,,,,,,,,,,,,,,,,,,62,,,,,606.27,,,265.79999999999995,,,1.25,,,,,0.5,,,123,,,,,,,,,,,,,,,,492754062,-1146622400,,,,,1.25,,,,,,,,610.0,,,,23,,,,,2019-01-01 16:51:29,,,,,,,,,,53.5,8.46
0,walking,266.20000000000005,,,,,,,,,,,,,,,,,,,,,,,61,,,,,615.49,,,266.20000000000005,,,1.409,,,,,0.5,,,128,,,,,,,,,,,,,,,,492754210,-1146623694,,,,,1.409,,,,,,,,748.0,,,,23,,,,,2019-01-01 16:51:35,,,,,,,,,,52.5,8.0
0,running,266.4,,,,,,,,,,,,,,,,,,,,,,,68,,,,,625.67,,,266.4,,,1.53,,,,,0.0,,,128,,,,,,,,,,,,,,,,492754781,-1146624920,,,,,1.53,,456.0,49.18,50.0,,,,703.0,,,,22,,,,,2019-01-01 16:51:41,,,,,,,,,,35.0,6.25
0,walking,267.0,,,,,,,,,,,,,,,,,,,,,,,70,,,,,628.28,,,267.0,,,1.53,,,,,0.0,,,125,,,,,,,,,,,,,,,,492754760,-1146625294,,,,,1.53,,,,,,,,797.0,,,,22,,,,,2019-01-01 16:51:43,,,,,,,,,,34.0,5.46
0,walking,267.4,,,,,,,,,,,,,,,,,,,,,,,61,,,,,630.69,,,267.4,,,1.437,,,,,0.5,,,123,,,,,,,,,,,,,,,,492754700,-1146625628,,,,,1.437,,,,,,,,764.0,,,,22,,,,,2019-01-01 16:51:45,,,,,,,,,,39.0,5.25
0,walking,267.4,,,,,,,,,,,,,,,,,,,,,,,59,,,,,633.2,,,267.4,,,1.269,,,,,0.0,,,124,,,,,,,,,,,,,,,,492754598,-1146625961,,,,,1.269,,,,,,,,528.0,,,,22,,,,,2019-01-01 16:51:47,,,,,,,,,,42.7,5.93
0,walking,267.4,,,,,,,,,,,,,,,,,,,,,,,64,,,,,642.89,,,267.4,,,1.502,,,,,0.5,,,124,,,,,,,,,,,,,,,,492754056,-1146627118,,,,,1.502,,,,,,,,834.0,,,,22,,,,,2019-01-01 16:51:53,,,,,,,,,,43.7,6.25
0,walking,267.4,,,,,,,,,,,,,,,,,,,,,,,64,,,,,651.66,,,267.4,,,1.521,,,,,0.5,,,127,,,,,,,,,,,,,,,,492754584,-1146628119,,,,,1.521,,,,,,,,738.0,,,,22,,,,,2019-01-01 16:51:59,,,,,,,,,,41.7,5.34
0,walking,267.6,,,,,,,,,,,,,,,,,,,,,,,68,,,,,652.83,,,267.6,,,1.456,,,,,0.5,,,127,,,,,,,,,,,,,,,,492754710,-1146628130,,,,,1.456,,,,,,,,723.0,,,,22,,,,,2019-01-01 16:52:00,,,,,,,,,,38.0,5.34
0,running,267.79999999999995,,,,,,,,,,,,,,,,,,,,,,,49,,,,,654.9,,,267.79999999999995,,,1.372,,,,,0.0,,,126,,,,,,,,,,,,,,,,492754935,-1146628077,,,,,1.372,,597.0,49.28,50.0,,,,743.0,,,,22,,,,,2019-01-01 16:52:02,,,,,,,,,,60.5,6.25
0,running,268.0,,,,,,,,,,,,,,,,,,,,,,,57,,,,,656.12,,,268.0,,,1.157,,,,,0.0,,,127,,,,,,,,,,,,,,,,492755060,-1146628025,,,,,1.157,,561.0,49.18,49.25,,,,712.0,,,,22,,,,,2019-01-01 16:52:03,,,,,,,,,,50.7,6.43
0,walking,268.6,,,,,,,,,,,,,,,,,,,,,,,70,,,,,662.24,,,268.6,,,1.372,,,,,0.0,,,128,,,,,,,,,,,,,,,,492755661,-1146627673,,,,,1.372,,,,,,,,682.0,,,,22,,,,,2019-01-01 16:52:07,,,,,,,,,,36.0,7.4
0,walking,269.0,,,,,,,,,,,,,,,,,,,,,,,61,,,,,665.34,,,269.0,,,1.4,,,,,0.5,,,128,,,,,,,,,,,,,,,,492755900,-1146627368,,,,,1.4,,,,,,,,692.0,,,,22,,,,,2019-01-01 16:52:09,,,,,,,,,,48.7,7.03
0,walking,269.20000000000005,,,,,,,,,,,,,,,,,,,,,,,62,,,,,680.95,,,269.20000000000005,,,1.437,,,,,0.5,,,125,,,,,,,,,,,,,,,,492756794,-1146625488,,,,,1.437,,,,,,,,727.0,,,,22,,,,,2019-01-01 16:52:19,,,,,,,,,,44.7,6.25
0,running,269.4,,,,,,,,,,,,,,,,,,,,,,,83,,,,,695.71,,,269.4,,,1.521,,,,,0.5,,,125,,,,,,,,,,,,,,,,492756981,-1146623507,,,,,1.521,,412.0,49.12,49.25,,,,540.0,,,,22,,,,,2019-01-01 16:52:29,,,,,,,,,,41.0,6.03
0,walking,269.20000000000005,,,,,,,,,,,,,,,,,,,,,,,68,,,,,705.67,,,269.20000000000005,,,1.857,,,,,0.0,,,125,,,,,,,,,,,,,,,,492757049,-1146622090,,,,,1.857,,,,,,,,781.0,,,,22,,,,,2019-01-01 16:52:34,,,,,,,,,,41.7,5.56
0,walking,268.4,,,,,,,,,,,,,,,,,,,,,,,67,,,,,717.86,,,268.4,,,1.67,,,,,0.0,,,122,,,,,,,,,,,,,,,,492757310,-1146620385,,,,,1.67,,,,,,,,727.0,,,,22,,,,,2019-01-01 16:52:42,,,,,,,,,,37.0,4.68
0,running,268.6,,,,,,,,,,,,,,,,,,,,,,,77,,,,,730.16,,,268.6,,,1.596,,,,,0.5,,,119,,,,,,,,,,,,,,,,492758510,-1146619716,,,,,1.596,,424.0,52.0,48.5,,,,723.0,,,,22,,,,,2019-01-01 16:52:51,,,,,,,,,,43.7,5.06
0,running,269.20000000000005,,,,,,,,,,,,,,,,,,,,,,,103,,,,,735.07,,,269.20000000000005,,,1.465,,,,,0.0,,,122,,,,,,,,,,,,,,,,492759038,-1146619676,,,,,1.465,,117.0,51.59,18.75,,,,442.0,,,,22,,,,,2019-01-01 16:52:55,,,,,,,,,,48.7,6.53
0,walking,269.6,,,,,,,,,,,,,,,,,,,,,,,76,,,,,737.62,,,269.6,,,1.4,,,,,0.0,,,125,,,,,,,,,,,,,,,,492759183,-1146619361,,,,,1.4,,,,,,,,510.0,,,,22,,,,,2019-01-01 16:52:57,,,,,,,,,,52.5,11.31
0,running,269.6,,,,,,,,,,,,,,,,,,,,,,,72,,,,,740.52,,,269.6,,,1.381,,,,,0.0,,,126,,,,,,,,,,,,,,,,492759214,-1146618947,,,,,1.381,,345.0,51.25,45.0,,,,510.0,,,,22,,,,,2019-01-01 16:52:59,,,,,,,,,,72.2,12.68
0,running,269.6,,,,,,,,,,,,,,,,,,,,,,,91,,,,,746.84,,,269.6,,,1.698,,,,,0.5,,,127,,,,,,,,,,,,,,,,492759270,-1146618069,,,,,1.698,,297.0,50.65,42.25,,,,576.0,,,,22,,,,,2019-01-01 16:53:02,,,,,,,,,,59.5,12.96
0,running,269.4,,,,,,,,,,,,,,,,,,,,,,,90,,,,,751.22,,,269.4,,,2.081,,,,,0.0,,,128,,,,,,,,,,,,,,,,492759614,-1146617654,,,,,2.081,,286.0,50.65,41.5,,,,750.0,,,,22,,,,,2019-01-01 16:53:04,,,,,,,,,,64.2,11.12
0,running,269.20000000000005,,,,,,,,,,,,,,,,,,,,,,,91,,,,,754.96,,,269.20000000000005,,,2.137,,,,,0.0,,,130,,,,,,,,,,,,,,,,492760019,-1146617617,,,,,2.137,,287.0,50.37,42.5,,,,729.0,,,,22,,,,,2019-01-01 16:53:06,,,,,,,,,,61.5,9.25
