,activity_type,altitude,ant_device_number,ant_network,ant_transmission_type,antplus_device_type,avg_cadence_position,avg_fractional_cadence,avg_heart_rate,avg_left_power_phase,avg_left_power_phase_peak,avg_power_position,avg_right_power_phase,avg_right_power_phase_peak,avg_running_cadence,avg_speed,avg_stance_time,avg_stance_time_balance,avg_stance_time_percent,avg_step_length,avg_vertical_oscillation,avg_vertical_ratio,battery_status,battery_voltage,cadence,cum_operating_time,data,device_index,device_type,distance,end_position_lat,end_position_long,enhanced_altitude,enhanced_avg_speed,enhanced_max_speed,enhanced_speed,event,event_group,event_type,first_lap_index,fractional_cadence,garmin_product,hardware_version,heart_rate,lap_trigger,local_timestamp,manufacturer,max_cadence_position,max_fractional_cadence,max_heart_rate,max_power_position,max_running_cadence,max_speed,message_index,name,nec_lat,nec_long,num_laps,num_sessions,position_lat,position_long,product,serial_number,software_version,source_type,speed,sport,stance_time,stance_time_balance,stance_time_percent,start_position_lat,start_position_long,start_time,step_length,sub_sport,swc_lat,swc_long,temperature,time_created,time_in_hr_zone,time_in_power_zone,timer_trigger,timestamp,total_ascent,total_calories,total_descent,total_distance,total_elapsed_time,total_strides,total_timer_time,total_training_effect,type,vertical_oscillation,vertical_ratio
0,running,293.6,,,,,,,,,,,,,,,,,,,,,,,80,,,,,5200.94,,,293.6,,,1.847,,,,,0.0,,,156,,,,,,,,,,,,,,,,492699832,-1146637610,,,,,1.847,,326.0,50.4,44.0,,,,741.0,,,,12,,,,,2019-01-01 17:33:50,,,,,,,,,,68.2,9.56
0,running,293.20000000000005,,,,,,,,,,,,,,,,,,,,,,,80,,,,,5221.79,,,293.20000000000005,,,1.959,,,,,0.0,,,152,,,,,,,,,,,,,,,,492701757,-1146636279,,,,,1.959,,318.0,50.4,42.25,,,,774.0,,,,12,,,,,2019-01-01 17:34:00,,,,,,,,,,75.0,9.75
0,running,293.0,,,,,,,,,,,,,,,,,,,,,,,81,,,,,5223.09,,,293.0,,,1.95,,,,,0.0,,,151,,,,,,,,,,,,,,,,492701852,-1146636128,,,,,1.95,,323.0,50.4,43.75,,,,782.0,,,,12,,,,,2019-01-01 17:34:01,,,,,,,,,,73.0,9.65
0,running,292.20000000000005,,,,,,,,,,,,,,,,,,,,,,,91,,,,,5228.64,,,292.20000000000005,,,1.512,,,,,0.5,,,148,,,,,,,,,,,,,,,,492701774,-1146635363,,,,,1.512,,310.0,50.4,42.75,,,,469.0,,,,12,,,,,2019-01-01 17:34:05,,,,,,,,,,47.7,8.87
0,running,291.79999999999995,,,,,,,,,,,,,,,,,,,,,,,94,,,,,5230.39,,,291.79999999999995,,,1.512,,,,,0.5,,,148,,,,,,,,,,,,,,,,492701648,-1146635173,,,,,1.512,,300.0,50.31,43.0,,,,457.0,,,,13,,,,,2019-01-01 17:34:06,,,,,,,,,,47.7,10.25
0,running,291.4,,,,,,,,,,,,,,,,,,,,,,,83,,,,,5233.98,,,291.4,,,1.791,,,,,0.5,,,148,,,,,,,,,,,,,,,,492701317,-1146634911,,,,,1.791,,306.0,50.21,43.0,,,,504.0,,,,13,,,,,2019-01-01 17:34:08,,,,,,,,,,69.2,11.71
0,running,290.79999999999995,,,,,,,,,,,,,,,,,,,,,,,85,,,,,5241.58,,,290.79999999999995,,,1.857,,,,,0.0,,,147,,,,,,,,,,,,,,,,492700544,-1146634558,,,,,1.857,,303.0,50.0,42.75,,,,638.0,,,,13,,,,,2019-01-01 17:34:12,,,,,,,,,,64.2,10.25
0,running,289.79999999999995,,,,,,,,,,,,,,,,,,,,,,,119,,,,,5250.87,,,289.79999999999995,,,1.829,,,,,0.0,,,147,,,,,,,,,,,,,,,,492699638,-1146634001,,,,,1.829,,251.0,50.09,41.0,,,,433.0,,,,13,,,,,2019-01-01 17:34:17,,,,,,,,,,52.5,9.84
0,running,288.6,,,,,,,,,,,,,,,,,,,,,,,92,,,,,5262.56,,,288.6,,,2.127,,,,,0.0,,,148,,,,,,,,,,,,,,,,492698503,-1146633293,,,,,2.127,,256.0,49.75,40.25,,,,752.0,,,,13,,,,,2019-01-01 17:34:22,,,,,,,,,,62.5,9.15
0,running,288.4,,,,,,,,,,,,,,,,,,,,,,,89,,,,,5276.39,,,288.4,,,1.922,,,,,0.0,,,151,,,,,,,,,,,,,,,,492697250,-1146632228,,,,,1.922,,291.0,50.06,43.75,,,,580.0,,,,13,,,,,2019-01-01 17:34:29,,,,,,,,,,54.5,7.5
0,running,289.0,,,,,,,,,,,,,,,,,,,,,,,101,,,,,5282.2,,,289.0,,,1.847,,,,,0.5,,,151,,,,,,,,,,,,,,,,492697243,-1146631428,,,,,1.847,,268.0,50.06,43.25,,,,524.0,,,,13,,,,,2019-01-01 17:34:32,,,,,,,,,,51.7,9.75
0,running,288.6,,,,,,,,,,,,,,,,,,,,,,,90,,,,,5286.65,,,288.6,,,2.053,,,,,0.5,,,151,,,,,,,,,,,,,,,,492697650,-1146631136,,,,,2.053,,268.0,50.15,41.5,,,,715.0,,,,13,,,,,2019-01-01 17:34:34,,,,,,,,,,69.2,10.25
0,running,288.20000000000005,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5296.72,,,288.20000000000005,,,2.099,,,,,0.5,,,151,,,,,,,,,,,,,,,,492698704,-1146631471,,,,,2.099,,282.0,50.25,41.0,,,,763.0,,,,13,,,,,2019-01-01 17:34:39,,,,,,,,,,69.2,9.06
0,running,288.4,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5299.21,,,288.4,,,2.006,,,,,0.0,,,152,,,,,,,,,,,,,,,,492698917,-1146631239,,,,,2.006,,288.0,50.12,41.5,,,,720.0,,,,13,,,,,2019-01-01 17:34:41,,,,,,,,,,64.2,8.87
0,running,288.6,,,,,,,,,,,,,,,,,,,,,,,80,,,,,5304.58,,,288.6,,,0.998,,,,,0.0,,,150,,,,,,,,,,,,,,,,492699124,-1146630526,,,,,0.998,,331.0,50.25,45.5,,,,606.0,,,,13,,,,,2019-01-01 17:34:46,,,,,,,,,,60.5,9.46
0,running,287.20000000000005,,,,,,,,,,,,,,,,,,,,,,,82,,,,,5309.96,,,287.20000000000005,,,1.558,,,,,0.0,,,147,,,,,,,,,,,,,,,,492699177,-1146629763,,,,,1.558,,320.0,50.15,43.75,,,,401.0,,,,13,,,,,2019-01-01 17:34:49,,,,,,,,,,96.5,23.9
0,running,286.6,,,,,,,,,,,,,,,,,,,,,,,79,,,,,5322.28,,,286.6,,,2.025,,,,,0.5,,,144,,,,,,,,,,,,,,,,492699949,-1146628418,,,,,2.025,,324.0,49.93,42.75,,,,739.0,,,,13,,,,,2019-01-01 17:34:55,,,,,,,,,,73.0,9.75
0,running,287.20000000000005,,,,,,,,,,,,,,,,,,,,,,,77,,,,,5325.78,,,287.20000000000005,,,1.866,,,,,0.0,,,148,,,,,,,,,,,,,,,,492700318,-1146628370,,,,,1.866,,310.0,49.84,40.5,,,,780.0,,,,13,,,,,2019-01-01 17:34:58,,,,,,,,,,89.7,12.0
0,running,287.4,,,,,,,,,,,,,,,,,,,,,,,70,,,,,5327.76,,,287.4,,,1.68,,,,,0.5,,,149,,,,,,,,,,,,,,,,492700567,-1146628261,,,,,1.68,,337.0,50.25,50.0,,,,575.0,,,,13,,,,,2019-01-01 17:35:01,,,,,,,,,,101.5,16.0
0,running,286.20000000000005,,,,,,,,,,,,,,,,,,,,,,,83,,,,,5335.94,,,286.20000000000005,,,2.062,,,,,0.5,,,149,,,,,,,,,,,,,,,,492701369,-1146628702,,,,,2.062,,270.0,50.65,39.5,,,,208.0,,,,13,,,,,2019-01-01 17:35:08,,,,,,,,,,84.7,44.81
0,running,286.0,,,,,,,,,,,,,,,,,,,,,,,83,,,,,5339.08,,,286.0,,,2.071,,,,,0.0,,,149,,,,,,,,,,,,,,,,492701704,-1146628744,,,,,2.071,,273.0,50.53,39.75,,,,777.0,,,,13,,,,,2019-01-01 17:35:09,,,,,,,,,,80.0,9.56
0,running,285.6,,,,,,,,,,,,,,,,,,,,,,,84,,,,,5345.0,,,285.6,,,2.043,,,,,0.5,,,151,,,,,,,,,,,,,,,,492702322,-1146628548,,,,,2.043,,286.0,50.34,41.25,,,,948.0,,,,13,,,,,2019-01-01 17:35:12,,,,,,,,,,69.2,7.9
0,running,285.6,,,,,,,,,,,,,,,,,,,,,,,82,,,,,5350.54,,,285.6,,,1.605,,,,,0.0,,,154,,,,,,,,,,,,,,,,492702249,-1146627814,,,,,1.605,,296.0,49.46,41.5,,,,734.0,,,,13,,,,,2019-01-01 17:35:16,,,,,,,,,,67.2,9.56
0,running,285.6,,,,,,,,,,,,,,,,,,,,,,,76,,,,,5361.77,,,285.6,,,1.661,,,,,0.0,,,157,,,,,,,,,,,,,,,,492701128,-1146627224,,,,,1.661,,336.0,49.5,43.5,,,,645.0,,,,13,,,,,2019-01-01 17:35:22,,,,,,,,,,78.0,11.31
0,running,285.6,,,,,,,,,,,,,,,,,,,,,,,80,,,,,5367.61,,,285.6,,,1.782,,,,,0.0,,,155,,,,,,,,,,,,,,,,492700500,-1146627110,,,,,1.782,,328.0,49.5,43.5,,,,687.0,,,,13,,,,,2019-01-01 17:35:25,,,,,,,,,,62.5,10.03
0,running,286.79999999999995,,,,,,,,,,,,,,,,,,,,,,,81,,,,,5387.68,,,286.79999999999995,,,1.764,,,,,0.0,,,155,,,,,,,,,,,,,,,,492698389,-1146627727,,,,,1.764,,326.0,49.68,44.0,,,,647.0,,,,13,,,,,2019-01-01 17:35:36,,,,,,,,,,66.2,10.03
0,running,287.0,,,,,,,,,,,,,,,,,,,,,,,80,,,,,5391.49,,,287.0,,,1.745,,,,,0.5,,,156,,,,,,,,,,,,,,,,492698031,-1146627989,,,,,1.745,,331.0,49.68,44.5,,,,648.0,,,,13,,,,,2019-01-01 17:35:38,,,,,,,,,,65.2,9.93
0,running,287.20000000000005,,,,,,,,,,,,,,,,,,,,,,,85,,,,,5405.34,,,287.20000000000005,,,1.782,,,,,0.5,,,159,,,,,,,,,,,,,,,,492697014,-1146629351,,,,,1.782,,300.0,50.0,42.5,,,,608.0,,,,13,,,,,2019-01-01 17:35:46,,,,,,,,,,64.2,10.25
0,running,286.79999999999995,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5411.18,,,286.79999999999995,,,1.829,,,,,0.0,,,160,,,,,,,,,,,,,,,,492696872,-1146630145,,,,,1.829,,302.0,50.09,43.25,,,,657.0,,,,12,,,,,2019-01-01 17:35:49,,,,,,,,,,62.5,9.56
0,running,288.20000000000005,,,,,,,,,,,,,,,,,,,,,,,84,,,,,5423.0,,,288.20000000000005,,,1.875,,,,,0.0,,,159,,,,,,,,,,,,,,,,492695764,-1146630866,,,,,1.875,,296.0,50.31,41.5,,,,691.0,,,,12,,,,,2019-01-01 17:35:55,,,,,,,,,,72.2,10.03
0,running,288.4,,,,,,,,,,,,,,,,,,,,,,,87,,,,,5444.26,,,288.4,,,1.913,,,,,0.0,,,157,,,,,,,,,,,,,,,,492693738,-1146632223,,,,,1.913,,288.0,50.21,41.25,,,,661.0,,,,12,,,,,2019-01-01 17:36:06,,,,,,,,,,67.2,9.84
0,running,288.0,,,,,,,,,,,,,,,,,,,,,,,85,,,,,5460.5,,,288.0,,,1.764,,,,,0.5,,,154,,,,,,,,,,,,,,,,492693049,-1146634313,,,,,1.764,,280.0,50.31,40.0,,,,592.0,,,,12,,,,,2019-01-01 17:36:15,,,,,,,,,,80.0,12.18
0,running,287.20000000000005,,,,,,,,,,,,,,,,,,,,,,,90,,,,,5471.39,,,287.20000000000005,,,1.959,,,,,0.5,,,153,,,,,,,,,,,,,,,,492693026,-1146635863,,,,,1.959,,285.0,50.4,40.5,,,,712.0,,,,12,,,,,2019-01-01 17:36:20,,,,,,,,,,73.0,10.53
0,running,287.0,,,,,,,,,,,,,,,,,,,,,,,84,,,,,5486.03,,,287.0,,,2.165,,,,,0.0,,,150,,,,,,,,,,,,,,,,492692623,-1146637785,,,,,2.165,,290.0,50.21,40.5,,,,786.0,,,,12,,,,,2019-01-01 17:36:27,,,,,,,,,,74.0,9.37
0,running,286.79999999999995,,,,,,,,,,,,,,,,,,,,,,,80,,,,,5496.68,,,286.79999999999995,,,1.931,,,,,0.0,,,149,,,,,,,,,,,,,,,,492691600,-1146638382,,,,,1.931,,292.0,50.09,40.5,,,,679.0,,,,12,,,,,2019-01-01 17:36:33,,,,,,,,,,80.0,11.12
0,running,286.4,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5501.17,,,286.4,,,1.819,,,,,0.5,,,148,,,,,,,,,,,,,,,,492691144,-1146638178,,,,,1.819,,286.0,50.09,40.75,,,,650.0,,,,12,,,,,2019-01-01 17:36:36,,,,,,,,,,71.2,11.03
0,running,285.79999999999995,,,,,,,,,,,,,,,,,,,,,,,78,,,,,5504.23,,,285.79999999999995,,,1.764,,,,,0.5,,,149,,,,,,,,,,,,,,,,492690943,-1146637833,,,,,1.764,,299.0,50.21,41.5,,,,676.0,,,,12,,,,,2019-01-01 17:36:38,,,,,,,,,,68.2,10.62
0,running,284.4,,,,,,,,,,,,,,,,,,,,,,,82,,,,,5512.12,,,284.4,,,1.633,,,,,0.0,,,148,,,,,,,,,,,,,,,,492690317,-1146637083,,,,,1.633,,310.0,50.31,42.5,,,,596.0,,,,12,,,,,2019-01-01 17:36:43,,,,,,,,,,70.2,11.71
0,running,283.79999999999995,,,,,,,,,,,,,,,,,,,,,,,92,,,,,5515.52,,,283.79999999999995,,,1.633,,,,,0.0,,,144,,,,,,,,,,,,,,,,492690034,-1146636773,,,,,1.633,,303.0,50.31,42.5,,,,518.0,,,,12,,,,,2019-01-01 17:36:45,,,,,,,,,,61.5,10.93
0,running,283.4,,,,,,,,,,,,,,,,,,,,,,,83,,,,,5517.17,,,283.4,,,1.652,,,,,0.0,,,143,,,,,,,,,,,,,,,,492689890,-1146636637,,,,,1.652,,309.0,50.21,50.0,,,,576.0,,,,12,,,,,2019-01-01 17:36:46,,,,,,,,,,71.2,11.03
0,running,282.4,,,,,,,,,,,,,,,,,,,,,,,94,,,,,5526.64,,,282.4,,,1.586,,,,,0.5,,,143,,,,,,,,,,,,,,,,492688978,-1146636046,,,,,1.586,,289.0,50.21,42.0,,,,555.0,,,,12,,,,,2019-01-01 17:36:52,,,,,,,,,,60.5,10.71
0,running,281.0,,,,,,,,,,,,,,,,,,,,,,,87,,,,,5544.08,,,281.0,,,1.717,,,,,0.5,,,145,,,,,,,,,,,,,,,,492687150,-1146636460,,,,,1.717,,260.0,49.96,40.25,,,,577.0,,,,12,,,,,2019-01-01 17:37:02,,,,,,,,,,71.2,10.81
0,running,279.79999999999995,,,,,,,,,,,,,,,,,,,,,,,84,,,,,5557.1,,,279.79999999999995,,,1.801,,,,,0.5,,,143,,,,,,,,,,,,,,,,492685998,-1146637514,,,,,1.801,,288.0,49.96,41.0,,,,627.0,,,,12,,,,,2019-01-01 17:37:09,,,,,,,,,,69.2,10.81
0,running,279.6,,,,,,,,,,,,,,,,,,,,,,,105,,,,,5576.98,,,279.6,,,1.791,,,,,0.0,,,146,,,,,,,,,,,,,,,,492683898,-1146637882,,,,,1.791,,239.0,49.78,41.0,,,,499.0,,,,12,,,,,2019-01-01 17:37:20,,,,,,,,,,49.7,9.56
0,running,278.79999999999995,,,,,,,,,,,,,,,,,,,,,,,116,,,,,5584.5,,,278.79999999999995,,,1.829,,,,,0.5,,,148,,,,,,,,,,,,,,,,492683097,-1146637831,,,,,1.829,,235.0,49.78,41.0,,,,520.0,,,,12,,,,,2019-01-01 17:37:24,,,,,,,,,,50.7,9.56
0,running,278.0,,,,,,,,,,,,,,,,,,,,,,,93,,,,,5594.33,,,278.0,,,2.034,,,,,0.5,,,151,,,,,,,,,,,,,,,,492682075,-1146637958,,,,,2.034,,248.0,49.71,40.0,,,,711.0,,,,12,,,,,2019-01-01 17:37:29,,,,,,,,,,63.2,9.56
0,running,277.6,,,,,,,,,,,,,,,,,,,,,,,102,,,,,5599.95,,,277.6,,,1.931,,,,,0.5,,,151,,,,,,,,,,,,,,,,492681483,-1146637808,,,,,1.931,,237.0,49.71,39.75,,,,592.0,,,,12,,,,,2019-01-01 17:37:32,,,,,,,,,,55.5,9.37
0,running,276.6,,,,,,,,,,,,,,,,,,,,,,,97,,,,,5620.17,,,276.6,,,2.006,,,,,0.0,,,151,,,,,,,,,,,,,,,,492679369,-1146638332,,,,,2.006,,259.0,49.71,40.0,,,,657.0,,,,12,,,,,2019-01-01 17:37:42,,,,,,,,,,57.5,9.37
0,running,275.20000000000005,,,,,,,,,,,,,,,,,,,,,,,89,,,,,5630.52,,,275.20000000000005,,,1.334,,,,,0.5,,,150,,,,,,,,,,,,,,,,492678257,-1146638405,,,,,1.334,,240.0,49.43,40.5,,,,358.0,,,,12,,,,,2019-01-01 17:37:49,,,,,,,,,,80.0,20.78
0,running,274.20000000000005,,,,,,,,,,,,,,,,,,,,,,,87,,,,,5638.54,,,274.20000000000005,,,1.456,,,,,0.5,,,150,,,,,,,,,,,,,,,,492677400,-1146638308,,,,,1.456,,295.0,48.87,42.75,,,,543.0,,,,12,,,,,2019-01-01 17:37:54,,,,,,,,,,62.5,11.03
0,running,274.20000000000005,,,,,,,,,,,,,,,,,,,,,,,85,,,,,5653.19,,,274.20000000000005,,,2.015,,,,,0.0,,,153,,,,,,,,,,,,,,,,492676357,-1146636745,,,,,2.015,,290.0,49.18,41.25,,,,676.0,,,,12,,,,,2019-01-01 17:38:01,,,,,,,,,,70.2,11.21
0,running,273.6,,,,,,,,,,,,,,,,,,,,,,,89,,,,,5673.45,,,273.6,,,1.931,,,,,0.5,,,150,,,,,,,,,,,,,,,,492674287,-1146636232,,,,,1.931,,295.0,49.4,41.5,,,,672.0,,,,12,,,,,2019-01-01 17:38:11,,,,,,,,,,64.2,10.03
0,running,273.0,,,,,,,,,,,,,,,,,,,,,,,91,,,,,5691.84,,,273.0,,,1.708,,,,,0.0,,,149,,,,,,,,,,,,,,,,492672472,-1146637254,,,,,1.708,,268.0,49.68,39.75,,,,550.0,,,,12,,,,,2019-01-01 17:38:22,,,,,,,,,,78.0,13.93
0,running,272.0,,,,,,,,,,,,,,,,,,,,,,,89,,,,,5701.31,,,272.0,,,1.791,,,,,0.0,,,149,,,,,,,,,,,,,,,,492671465,-1146637293,,,,,1.791,,275.0,49.78,40.5,,,,636.0,,,,13,,,,,2019-01-01 17:38:27,,,,,,,,,,63.2,10.81
0,running,271.4,,,,,,,,,,,,,,,,,,,,,,,88,,,,,5721.82,,,271.4,,,1.941,,,,,0.5,,,146,,,,,,,,,,,,,,,,492669370,-1146636409,,,,,1.941,,276.0,49.87,40.5,,,,676.0,,,,13,,,,,2019-01-01 17:38:37,,,,,,,,,,68.2,9.93
0,running,271.0,,,,,,,,,,,,,,,,,,,,,,,93,,,,,5734.82,,,271.0,,,1.913,,,,,0.5,,,146,,,,,,,,,,,,,,,,492667994,-1146636175,,,,,1.913,,278.0,49.87,41.0,,,,601.0,,,,13,,,,,2019-01-01 17:38:44,,,,,,,,,,61.5,9.56
0,running,270.0,,,,,,,,,,,,,,,,,,,,,,,85,,,,,5738.5,,,270.0,,,1.903,,,,,0.5,,,147,,,,,,,,,,,,,,,,492667601,-1146636205,,,,,1.903,,278.0,49.87,40.5,,,,616.0,,,,13,,,,,2019-01-01 17:38:46,,,,,,,,,,65.2,9.84
0,running,269.20000000000005,,,,,,,,,,,,,,,,,,,,,,,99,,,,,5759.06,,,269.20000000000005,,,1.81,,,,,0.0,,,145,,,,,,,,,,,,,,,,492665530,-1146637220,,,,,1.81,,264.0,48.87,50.0,,,,582.0,,,,13,,,,,2019-01-01 17:38:58,,,,,,,,,,54.5,9.75
0,running,268.6,,,,,,,,,,,,,,,,,,,,,,,82,,,,,5764.85,,,268.6,,,1.745,,,,,0.5,,,146,,,,,,,,,,,,,,,,492665067,-1146637764,,,,,1.745,,262.0,48.65,39.75,,,,651.0,,,,13,,,,,2019-01-01 17:39:01,,,,,,,,,,85.7,12.09
0,running,267.6,,,,,,,,,,,,,,,,,,,,,,,92,,,,,5772.57,,,267.6,,,1.997,,,,,0.0,,,148,,,,,,,,,,,,,,,,492664460,-1146638511,,,,,1.997,,265.0,48.96,40.5,,,,651.0,,,,13,,,,,2019-01-01 17:39:05,,,,,,,,,,72.2,10.71
0,running,267.0,,,,,,,,,,,,,,,,,,,,,,,90,,,,,5775.67,,,267.0,,,2.006,,,,,0.0,,,149,,,,,,,,,,,,,,,,492664180,-1146638767,,,,,2.006,,262.0,49.31,39.5,,,,698.0,,,,13,,,,,2019-01-01 17:39:07,,,,,,,,,,75.0,10.93
0,running,266.6,,,,,,,,,,,,,,,,,,,,,,,98,,,,,5784.93,,,266.6,,,1.875,,,,,0.5,,,152,,,,,,,,,,,,,,,,492663190,-1146638656,,,,,1.875,,270.0,49.71,50.0,,,,645.0,,,,13,,,,,2019-01-01 17:39:12,,,,,,,,,,66.2,10.71
0,running,267.0,,,,,,,,,,,,,,,,,,,,,,,85,,,,,5806.58,,,267.0,,,1.922,,,,,0.5,,,152,,,,,,,,,,,,,,,,492660917,-1146638597,,,,,1.922,,286.0,49.81,41.0,,,,676.0,,,,13,,,,,2019-01-01 17:39:23,,,,,,,,,,68.2,10.15
0,running,266.6,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5828.28,,,266.6,,,1.95,,,,,0.0,,,151,,,,,,,,,,,,,,,,492658736,-1146638394,,,,,1.95,,269.0,50.09,39.25,,,,688.0,,,,13,,,,,2019-01-01 17:39:34,,,,,,,,,,87.7,10.34
0,running,265.79999999999995,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5849.14,,,265.79999999999995,,,1.922,,,,,0.5,,,152,,,,,,,,,,,,,,,,492656583,-1146637998,,,,,1.922,,278.0,49.87,40.0,,,,670.0,,,,13,,,,,2019-01-01 17:39:45,,,,,,,,,,72.2,10.25
0,running,265.4,,,,,,,,,,,,,,,,,,,,,,,93,,,,,5854.36,,,265.4,,,1.866,,,,,0.5,,,153,,,,,,,,,,,,,,,,492656031,-1146638104,,,,,1.866,,275.0,50.0,40.0,,,,625.0,,,,13,,,,,2019-01-01 17:39:48,,,,,,,,,,56.5,10.15
0,running,265.6,,,,,,,,,,,,,,,,,,,,,,,90,,,,,5863.17,,,265.6,,,1.773,,,,,0.0,,,150,,,,,,,,,,,,,,,,492655220,-1146638746,,,,,1.773,,278.0,50.09,41.5,,,,576.0,,,,13,,,,,2019-01-01 17:39:53,,,,,,,,,,60.5,10.34
0,running,264.20000000000005,,,,,,,,,,,,,,,,,,,,,,,90,,,,,5881.17,,,264.20000000000005,,,1.754,,,,,0.5,,,150,,,,,,,,,,,,,,,,492653515,-1146639545,,,,,1.754,,273.0,49.84,41.0,,,,582.0,,,,13,,,,,2019-01-01 17:40:03,,,,,,,,,,70.2,11.21
0,running,263.0,,,,,,,,,,,,,,,,,,,,,,,92,,,,,5890.52,,,263.0,,,1.81,,,,,0.5,,,150,,,,,,,,,,,,,,,,492652607,-1146638985,,,,,1.81,,279.0,49.93,42.5,,,,625.0,,,,13,,,,,2019-01-01 17:40:08,,,,,,,,,,53.5,9.15
0,running,263.4,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5910.58,,,263.4,,,1.829,,,,,0.0,,,148,,,,,,,,,,,,,,,,492652191,-1146636594,,,,,1.829,,297.0,49.93,42.5,,,,633.0,,,,13,,,,,2019-01-01 17:40:19,,,,,,,,,,64.2,10.03
0,running,263.20000000000005,,,,,,,,,,,,,,,,,,,,,,,84,,,,,5931.48,,,263.20000000000005,,,1.978,,,,,0.5,,,147,,,,,,,,,,,,,,,,492654000,-1146634833,,,,,1.978,,304.0,50.31,42.75,,,,746.0,,,,13,,,,,2019-01-01 17:40:29,,,,,,,,,,71.2,9.46
0,running,264.0,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5949.2,,,264.0,,,1.978,,,,,0.5,,,148,,,,,,,,,,,,,,,,492655892,-1146635131,,,,,1.978,,296.0,49.93,42.75,,,,686.0,,,,13,,,,,2019-01-01 17:40:38,,,,,,,,,,61.5,8.96
0,running,264.6,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5965.64,,,264.6,,,1.857,,,,,0.0,,,151,,,,,,,,,,,,,,,,492657614,-1146635188,,,,,1.857,,295.0,49.93,42.0,,,,605.0,,,,13,,,,,2019-01-01 17:40:47,,,,,,,,,,68.2,10.81
0,running,264.0,,,,,,,,,,,,,,,,,,,,,,,88,,,,,5986.5,,,264.0,,,2.034,,,,,0.5,,,152,,,,,,,,,,,,,,,,492659614,-1146634020,,,,,2.034,,287.0,50.31,42.25,,,,737.0,,,,13,,,,,2019-01-01 17:40:57,,,,,,,,,,60.5,8.37
0,running,264.6,,,,,,,,,,,,,,,,,,,,,,,88,,,,,5989.4,,,264.6,,,1.922,,,,,0.5,,,153,,,,,,,,,,,,,,,,492659561,-1146633622,,,,,1.922,,291.0,50.31,43.0,,,,695.0,,,,13,,,,,2019-01-01 17:40:59,,,,,,,,,,58.5,8.37
0,running,265.20000000000005,,,,,,,,,,,,,,,,,,,,,,,86,,,,,5992.75,,,265.20000000000005,,,1.801,,,,,0.5,,,152,,,,,,,,,,,,,,,,492659257,-1146633366,,,,,1.801,,292.0,50.31,42.5,,,,539.0,,,,13,,,,,2019-01-01 17:41:01,,,,,,,,,,66.2,10.43
0,running,265.0,,,,,,,,,,,,,,,,,,,,,,,86,,,,,6003.42,,,265.0,,,1.829,,,,,0.0,,,153,,,,,,,,,,,,,,,,492658119,-1146633176,,,,,1.829,,288.0,50.09,41.5,,,,675.0,,,,13,,,,,2019-01-01 17:41:06,,,,,,,,,,67.2,11.4
0,running,265.0,,,,,,,,,,,,,,,,,,,,,,,84,,,,,6023.63,,,265.0,,,2.015,,,,,0.5,,,155,,,,,,,,,,,,,,,,492656791,-1146631167,,,,,2.015,,296.0,50.31,41.5,,,,723.0,,,,13,,,,,2019-01-01 17:41:16,,,,,,,,,,70.2,9.75
0,running,265.79999999999995,,,,,,,,,,,,,,,,,,,,,,,83,,,,,6044.47,,,265.79999999999995,,,2.137,,,,,0.0,,,154,,,,,,,,,,,,,,,,492657602,-1146628467,,,,,2.137,,312.0,50.43,43.5,,,,778.0,,,,13,,,,,2019-01-01 17:41:26,,,,,,,,,,64.2,8.18
0,running,265.79999999999995,,,,,,,,,,,,,,,,,,,,,,,83,,,,,6050.0,,,265.79999999999995,,,1.987,,,,,0.0,,,151,,,,,,,,,,,,,,,,492657941,-1146627817,,,,,1.987,,319.0,50.09,44.25,,,,585.0,,,,13,,,,,2019-01-01 17:41:29,,,,,,,,,,61.5,8.46
0,running,266.20000000000005,,,,,,,,,,,,,,,,,,,,,,,83,,,,,6057.87,,,266.20000000000005,,,2.053,,,,,0.0,,,148,,,,,,,,,,,,,,,,492658546,-1146627041,,,,,2.053,,325.0,49.62,45.0,,,,671.0,,,,13,,,,,2019-01-01 17:41:33,,,,,,,,,,57.5,8.37
0,running,266.4,,,,,,,,,,,,,,,,,,,,,,,83,,,,,6060.03,,,266.4,,,2.053,,,,,0.5,,,148,,,,,,,,,,,,,,,,492658735,-1146626859,,,,,2.053,,324.0,49.5,45.0,,,,692.0,,,,13,,,,,2019-01-01 17:41:34,,,,,,,,,,56.5,8.18
0,running,267.0,,,,,,,,,,,,,,,,,,,,,,,84,,,,,6066.0,,,267.0,,,2.043,,,,,0.0,,,151,,,,,,,,,,,,,,,,492659331,-1146626559,,,,,2.043,,322.0,49.5,44.75,,,,730.0,,,,13,,,,,2019-01-01 17:41:37,,,,,,,,,,57.5,8.0
