,distance,cadence,altitude,enhanced_speed,speed,heart_rate,step_length,fractional_cadence,stance_time_balance,stance_time_percent,timestamp,vertical_oscillation,vertical_ratio,run_number
0,20480.4,85,339.79999999999995,1.913,1.913,153,625.0,0.0,50.5,41.75,2019-01-12 18:27:58,67.2,9.15,13
0,20495.64,82,339.4,2.034,2.034,153,789.0,0.0,50.5,42.25,2019-01-12 18:28:05,68.2,8.78,13
0,20497.57,82,339.0,1.969,1.969,153,746.0,0.5,50.5,42.75,2019-01-12 18:28:06,58.5,8.59,13
0,20507.71,82,337.6,1.969,1.969,152,733.0,0.5,50.25,42.75,2019-01-12 18:28:11,74.0,9.65,13
0,20516.46,83,337.20000000000005,1.978,1.978,151,717.0,0.5,50.15,41.0,2019-01-12 18:28:15,69.2,9.56,13
0,20528.61,79,336.6,1.959,1.959,151,766.0,0.0,50.25,41.75,2019-01-12 18:28:21,76.0,9.65,13
0,20534.54,79,336.20000000000005,1.941,1.941,147,721.0,0.5,50.06,43.25,2019-01-12 18:28:24,73.0,9.56,13
0,20536.82,83,336.0,1.941,1.941,147,704.0,0.0,50.06,42.5,2019-01-12 18:28:25,65.2,9.46,13
0,20541.23,84,335.6,1.978,1.978,148,708.0,0.0,50.06,42.0,2019-01-12 18:28:27,69.2,9.56,13
0,20553.34,81,334.6,1.969,1.969,149,739.0,0.5,50.06,42.0,2019-01-12 18:28:33,79.0,10.15,13
0,20557.24,82,334.6,1.959,1.959,149,729.0,0.0,49.96,41.75,2019-01-12 18:28:35,74.0,9.93,13
0,20577.61,79,333.4,1.969,1.969,147,766.0,0.5,50.06,42.5,2019-01-12 18:28:45,76.0,9.65,13
0,20594.47,83,333.0,1.875,1.875,147,638.0,0.0,50.06,40.75,2019-01-12 18:28:55,77.0,11.9,13
0,20612.1,81,333.20000000000005,1.791,1.791,150,663.0,0.5,50.28,41.5,2019-01-12 18:29:05,74.0,11.12,13
0,20621.36,81,332.79999999999995,1.698,1.698,150,590.0,0.0,50.28,41.75,2019-01-12 18:29:11,75.0,12.18,13
0,20628.4,81,332.6,1.661,1.661,152,531.0,0.5,50.37,41.5,2019-01-12 18:29:15,77.0,13.84,13
0,20645.07,81,333.0,1.624,1.624,153,554.0,0.0,50.37,41.5,2019-01-12 18:29:25,75.0,13.46,13
0,20657.79,81,332.79999999999995,1.614,1.614,150,584.0,0.0,50.46,41.5,2019-01-12 18:29:33,74.0,12.68,13
0,20661.04,81,333.0,1.614,1.614,151,581.0,0.0,50.46,41.75,2019-01-12 18:29:35,73.0,12.5,13
0,20663.57,80,333.20000000000005,1.596,1.596,152,581.0,0.5,50.46,42.25,2019-01-12 18:29:36,72.2,12.37,13
0,20670.74,81,333.20000000000005,1.614,1.614,153,586.0,0.0,50.65,42.0,2019-01-12 18:29:39,71.2,12.0,13
0,20684.06,81,333.20000000000005,1.642,1.642,154,615.0,0.5,50.65,41.25,2019-01-12 18:29:45,73.0,11.71,13
0,20693.9,82,332.6,1.726,1.726,155,661.0,0.0,50.78,40.75,2019-01-12 18:29:49,78.0,11.59,13
0,20700.25,80,332.79999999999995,1.754,1.754,156,693.0,0.5,50.78,41.0,2019-01-12 18:29:52,87.7,11.9,13
0,20706.4,81,332.6,1.754,1.754,157,675.0,0.5,50.78,40.5,2019-01-12 18:29:55,81.0,11.59,13
0,20713.97,84,332.4,1.903,1.903,157,672.0,0.5,50.65,40.5,2019-01-12 18:29:58,74.0,11.31,13
0,20729.16,83,331.4,2.043,2.043,157,760.0,0.5,50.56,40.75,2019-01-12 18:30:05,74.0,9.84,13
0,20737.01,83,331.79999999999995,2.053,2.053,157,762.0,0.0,50.87,41.0,2019-01-12 18:30:09,75.0,9.93,13
0,20748.96,81,331.79999999999995,2.034,2.034,155,760.0,0.5,50.71,41.75,2019-01-12 18:30:15,73.0,9.56,13
0,20761.19,81,332.20000000000005,1.857,1.857,153,665.0,0.0,50.93,42.5,2019-01-12 18:30:22,71.2,10.34,13
0,20765.19,79,332.6,1.838,1.838,153,657.0,0.5,50.75,42.25,2019-01-12 18:30:25,71.2,10.53,13
0,20783.49,80,332.6,1.969,1.969,156,786.0,0.5,50.53,43.25,2019-01-12 18:30:32,67.2,9.06,13
0,20789.8,81,332.79999999999995,1.969,1.969,157,770.0,0.0,50.62,42.75,2019-01-12 18:30:35,68.2,8.96,13
0,20795.09,80,332.79999999999995,1.969,1.969,157,754.0,0.5,50.71,43.0,2019-01-12 18:30:38,66.2,8.46,13
0,20803.03,81,333.20000000000005,1.931,1.931,154,712.0,0.0,50.62,44.0,2019-01-12 18:30:42,68.2,8.78,13
0,20804.36,81,333.4,1.903,1.903,154,709.0,0.0,50.53,44.25,2019-01-12 18:30:43,67.2,8.87,13
0,20805.89,81,333.4,1.866,1.866,154,706.0,0.0,50.53,44.0,2019-01-12 18:30:44,67.2,9.06,13
0,20807.89,81,333.6,1.81,1.81,154,699.0,0.5,50.53,43.0,2019-01-12 18:30:45,79.0,9.75,13
0,20822.44,82,333.20000000000005,1.978,1.978,157,725.0,0.0,50.62,41.75,2019-01-12 18:30:51,76.0,10.43,13
0,20830.66,81,332.79999999999995,2.006,2.006,157,795.0,0.5,50.71,41.5,2019-01-12 18:30:55,74.0,9.46,13
0,20839.26,82,332.79999999999995,1.987,1.987,160,728.0,0.0,51.03,41.25,2019-01-12 18:31:00,75.0,9.93,13
0,20841.49,81,332.79999999999995,1.997,1.997,160,720.0,0.5,51.03,41.5,2019-01-12 18:31:01,74.0,9.46,13
0,20850.9,81,333.4,2.006,2.006,158,746.0,0.5,50.93,43.25,2019-01-12 18:31:05,70.2,9.37,13
0,20857.67,81,333.4,2.034,2.034,155,781.0,0.0,50.93,42.25,2019-01-12 18:31:08,76.0,9.25,13
0,20874.55,82,332.79999999999995,2.099,2.099,156,782.0,0.0,51.12,42.0,2019-01-12 18:31:15,70.2,8.96,13
0,20891.94,82,333.20000000000005,2.071,2.071,157,740.0,0.0,51.56,41.5,2019-01-12 18:31:25,75.0,9.75,13
0,20897.83,80,333.0,2.053,2.053,156,734.0,0.0,51.46,42.75,2019-01-12 18:31:28,71.2,9.56,13
0,20900.18,79,333.6,2.025,2.025,155,730.0,0.5,51.37,44.25,2019-01-12 18:31:30,66.2,9.06,13
0,20902.43,79,333.4,2.006,2.006,153,702.0,0.5,51.28,44.25,2019-01-12 18:31:32,65.2,9.25,13
0,20906.09,79,333.79999999999995,1.922,1.922,151,574.0,0.5,51.09,44.75,2019-01-12 18:31:35,61.5,9.75,13
0,20921.16,81,333.79999999999995,1.791,1.791,150,616.0,0.5,51.21,41.0,2019-01-12 18:31:45,81.0,12.37,13
0,20924.27,81,333.6,1.801,1.801,150,627.0,0.0,51.09,40.5,2019-01-12 18:31:46,79.0,12.28,13
0,20931.65,81,333.4,1.875,1.875,153,680.0,0.5,50.81,41.75,2019-01-12 18:31:50,74.0,11.12,13
0,20939.83,82,333.6,1.959,1.959,157,687.0,0.0,51.09,41.25,2019-01-12 18:31:53,75.0,10.81,13
0,20944.83,82,333.6,1.997,1.997,158,735.0,0.0,51.09,41.5,2019-01-12 18:31:55,73.0,10.15,13
0,20949.94,82,333.6,1.95,1.95,159,743.0,0.0,51.09,41.5,2019-01-12 18:31:58,75.0,10.03,13
0,20956.06,81,334.0,1.959,1.959,160,712.0,0.5,51.09,40.5,2019-01-12 18:32:01,79.0,10.62,13
0,20958.8,82,334.0,1.866,1.866,159,697.0,0.0,51.21,40.75,2019-01-12 18:32:03,75.0,10.62,13
0,20963.98,81,334.20000000000005,1.875,1.875,159,636.0,0.0,51.21,40.5,2019-01-12 18:32:05,75.0,11.31,13
0,20975.03,82,334.20000000000005,1.894,1.894,156,668.0,0.0,51.03,42.25,2019-01-12 18:32:10,73.0,10.81,13
0,20987.06,82,333.79999999999995,2.006,2.006,158,807.0,0.5,51.15,41.25,2019-01-12 18:32:15,74.0,9.56,13
0,21008.75,83,334.0,2.277,2.277,160,809.0,0.0,50.93,40.5,2019-01-12 18:32:24,76.0,9.37,13
0,21011.21,82,334.0,2.286,2.286,160,828.0,0.5,50.93,40.5,2019-01-12 18:32:25,75.0,9.15,13
0,21031.76,82,333.4,2.389,2.389,160,868.0,0.5,51.03,40.5,2019-01-12 18:32:33,76.0,8.68,13
0,21036.42,82,333.4,2.407,2.407,159,878.0,0.5,51.03,40.75,2019-01-12 18:32:35,77.0,8.68,13
0,21058.39,82,333.20000000000005,2.426,2.426,158,890.0,0.5,51.12,41.5,2019-01-12 18:32:44,74.0,8.18,13
0,21060.64,82,333.20000000000005,2.426,2.426,158,873.0,0.5,51.12,41.5,2019-01-12 18:32:45,75.0,8.28,13
0,21081.12,81,333.20000000000005,2.361,2.361,159,824.0,0.0,50.93,41.5,2019-01-12 18:32:55,78.0,9.15,13
0,21091.0,81,333.4,2.314,2.314,156,788.0,0.5,51.03,41.5,2019-01-12 18:33:00,78.0,9.65,13
0,21101.51,82,333.20000000000005,2.295,2.295,157,783.0,0.0,51.21,41.5,2019-01-12 18:33:05,72.2,9.06,13
0,21121.11,80,333.4,2.249,2.249,155,809.0,0.5,51.21,41.75,2019-01-12 18:33:15,76.0,9.37,13
0,21143.01,82,333.0,2.202,2.202,157,759.0,0.0,51.21,40.75,2019-01-12 18:33:25,75.0,9.65,13
0,21163.02,83,333.20000000000005,2.286,2.286,159,851.0,0.5,51.18,41.0,2019-01-12 18:33:34,75.0,8.46,13
0,21165.08,83,333.0,2.277,2.277,159,848.0,0.5,51.09,41.0,2019-01-12 18:33:35,75.0,8.59,13
0,21185.51,81,333.0,2.249,2.249,159,825.0,0.5,51.37,41.25,2019-01-12 18:33:45,78.0,8.96,13
0,21207.01,83,333.4,2.221,2.221,158,800.0,0.0,51.18,41.0,2019-01-12 18:33:55,75.0,9.06,13
0,21222.71,83,333.6,2.239,2.239,161,815.0,0.0,51.28,42.25,2019-01-12 18:34:02,72.2,8.78,13
0,21229.25,82,333.6,2.23,2.23,162,820.0,0.5,51.37,42.25,2019-01-12 18:34:05,72.2,8.59,13
0,21249.42,83,333.79999999999995,2.221,2.221,161,801.0,0.5,51.28,40.75,2019-01-12 18:34:14,77.0,9.15,13
0,21251.34,83,333.79999999999995,2.221,2.221,161,799.0,0.5,51.37,40.75,2019-01-12 18:34:15,76.0,9.06,13
0,21273.5,82,333.79999999999995,2.277,2.277,159,879.0,0.0,51.28,40.5,2019-01-12 18:34:24,81.0,9.25,13
0,21276.1,82,333.6,2.286,2.286,159,888.0,0.0,51.18,40.5,2019-01-12 18:34:25,81.0,9.06,13
0,21296.2,82,333.0,2.286,2.286,159,834.0,0.5,51.18,41.5,2019-01-12 18:34:34,75.0,8.78,13
0,21298.36,82,333.0,2.286,2.286,158,832.0,0.5,51.18,41.75,2019-01-12 18:34:35,76.0,8.78,13
0,21319.53,82,333.79999999999995,2.155,2.155,159,748.0,0.5,51.0,42.0,2019-01-12 18:34:45,70.2,9.06,13
0,21328.3,82,334.4,2.071,2.071,159,734.0,0.0,51.0,41.0,2019-01-12 18:34:50,74.0,9.75,13
0,21337.68,83,334.79999999999995,2.015,2.015,160,702.0,0.0,50.9,41.0,2019-01-12 18:34:55,74.0,10.34,13
0,21353.76,82,334.20000000000005,2.043,2.043,160,767.0,0.0,50.65,41.25,2019-01-12 18:35:03,77.0,9.93,13
0,21358.21,82,334.0,2.053,2.053,159,772.0,0.5,50.65,41.25,2019-01-12 18:35:05,74.0,9.65,13
0,21380.3,82,333.79999999999995,2.109,2.109,160,809.0,0.5,50.87,41.5,2019-01-12 18:35:15,76.0,9.25,13
0,21402.34,81,334.0,2.146,2.146,158,832.0,0.5,50.78,42.25,2019-01-12 18:35:25,73.0,8.68,13
0,21422.45,81,334.20000000000005,2.165,2.165,160,825.0,0.0,51.06,41.75,2019-01-12 18:35:34,78.0,8.96,13
0,21424.71,81,334.20000000000005,2.165,2.165,160,825.0,0.0,51.06,41.5,2019-01-12 18:35:35,77.0,8.96,13
0,21446.35,82,334.20000000000005,2.174,2.174,159,811.0,0.0,50.96,41.5,2019-01-12 18:35:45,75.0,9.06,13
0,21467.43,81,334.79999999999995,2.155,2.155,157,796.0,0.5,51.06,41.75,2019-01-12 18:35:55,74.0,9.06,13
0,21488.86,82,334.20000000000005,2.155,2.155,159,785.0,0.5,51.25,41.5,2019-01-12 18:36:05,74.0,9.15,13
0,21509.05,82,333.79999999999995,2.174,2.174,161,827.0,0.5,51.34,40.5,2019-01-12 18:36:14,79.0,9.25,13
0,21510.87,82,333.79999999999995,2.174,2.174,162,827.0,0.5,51.34,40.25,2019-01-12 18:36:15,79.0,9.37,13
0,21531.14,82,334.0,2.146,2.146,160,790.0,0.0,51.25,40.5,2019-01-12 18:36:25,78.0,9.75,13
0,21543.94,82,333.4,2.127,2.127,160,765.0,0.0,51.25,41.25,2019-01-12 18:36:31,76.0,9.75,13
0,21552.0,81,333.20000000000005,2.127,2.127,161,838.0,0.0,51.25,41.5,2019-01-12 18:36:35,48.7,8.18,13
0,21558.44,61,333.4,1.987,1.987,158,943.0,0.0,50.96,50.0,2019-01-12 18:36:39,44.7,5.56,13
0,21631.28,79,335.20000000000005,1.512,1.512,145,573.0,0.0,48.53,48.5,2019-01-12 18:37:26,53.5,8.46,13
0,21650.55,83,334.6,2.155,2.155,147,804.0,0.0,49.65,42.25,2019-01-12 18:37:35,68.2,8.59,13
0,21654.7,83,334.4,2.146,2.146,149,795.0,0.5,49.87,41.75,2019-01-12 18:37:37,68.2,8.59,13
0,21671.29,82,334.20000000000005,2.127,2.127,150,790.0,0.0,50.25,42.0,2019-01-12 18:37:45,71.2,8.78,13
0,21691.89,81,334.4,2.165,2.165,150,831.0,0.5,50.34,41.5,2019-01-12 18:37:54,76.0,8.87,13
0,21694.2,82,334.20000000000005,2.174,2.174,150,816.0,0.0,50.34,41.75,2019-01-12 18:37:55,76.0,8.96,13
0,21715.99,82,334.6,2.165,2.165,152,804.0,0.0,50.78,41.5,2019-01-12 18:38:05,78.0,9.56,13
0,21737.03,82,334.20000000000005,2.174,2.174,153,808.0,0.5,50.87,41.25,2019-01-12 18:38:15,75.0,9.06,13
0,21752.76,82,333.4,2.127,2.127,154,762.0,0.5,50.87,42.0,2019-01-12 18:38:23,69.2,9.06,13
0,21756.82,83,333.6,2.118,2.118,154,750.0,0.0,50.87,42.25,2019-01-12 18:38:25,68.2,8.96,13
0,21775.7,81,333.79999999999995,2.062,2.062,156,716.0,0.5,50.59,41.5,2019-01-12 18:38:35,73.0,9.84,13
0,21796.98,82,333.6,2.025,2.025,158,741.0,0.0,51.09,41.0,2019-01-12 18:38:45,78.0,10.34,13
0,21812.32,81,333.4,1.978,1.978,159,700.0,0.5,51.18,42.25,2019-01-12 18:38:54,69.2,10.03,13
0,21813.92,82,333.4,1.969,1.969,159,683.0,0.0,51.18,42.25,2019-01-12 18:38:55,72.2,10.34,13
0,21822.76,81,334.0,1.922,1.922,158,639.0,0.0,50.96,42.25,2019-01-12 18:39:00,73.0,11.12,13
0,21832.11,80,334.6,1.875,1.875,158,634.0,0.5,51.15,42.75,2019-01-12 18:39:05,72.2,11.12,13
0,21852.72,80,334.79999999999995,1.838,1.838,161,652.0,0.5,51.15,42.5,2019-01-12 18:39:15,71.2,10.81,13
0,21873.19,81,334.79999999999995,1.847,1.847,162,692.0,0.5,51.15,42.0,2019-01-12 18:39:25,73.0,10.25,13
0,21875.13,82,334.79999999999995,1.847,1.847,161,686.0,0.0,51.06,41.75,2019-01-12 18:39:26,71.2,10.25,13
0,21884.62,81,335.0,1.847,1.847,158,686.0,0.0,50.78,42.5,2019-01-12 18:39:30,69.2,10.15,13
0,21894.64,80,335.6,1.875,1.875,159,729.0,0.5,50.87,42.75,2019-01-12 18:39:34,70.2,9.65,13
0,21896.83,80,335.4,1.885,1.885,159,735.0,0.5,50.87,43.25,2019-01-12 18:39:35,68.2,9.46,13
0,21917.03,81,336.20000000000005,2.062,2.062,161,778.0,0.0,51.21,43.0,2019-01-12 18:39:43,67.2,8.46,13
0,21922.11,81,336.4,2.062,2.062,162,785.0,0.0,51.21,42.25,2019-01-12 18:39:45,70.2,8.59,13
0,21939.07,81,336.4,2.146,2.146,163,805.0,0.5,51.21,42.0,2019-01-12 18:39:52,73.0,8.78,13
0,21946.05,82,336.20000000000005,2.165,2.165,163,806.0,0.0,51.21,42.0,2019-01-12 18:39:55,70.2,8.59,13
0,21962.39,81,336.20000000000005,2.025,2.025,163,740.0,0.5,51.31,41.25,2019-01-12 18:40:04,76.0,9.93,13
0,21963.81,81,336.20000000000005,2.006,2.006,162,731.0,0.5,51.31,41.25,2019-01-12 18:40:05,76.0,10.03,13
0,21965.91,81,336.0,1.987,1.987,162,725.0,0.0,51.31,41.25,2019-01-12 18:40:06,76.0,10.34,13
0,21986.3,80,335.79999999999995,2.034,2.034,160,760.0,0.0,51.21,42.5,2019-01-12 18:40:15,73.0,9.75,13
0,21992.8,79,336.20000000000005,2.034,2.034,157,772.0,0.5,51.21,43.25,2019-01-12 18:40:18,70.2,9.15,13
0,22008.54,80,336.4,2.099,2.099,158,810.0,0.0,50.9,43.5,2019-01-12 18:40:25,67.2,8.18,13
0,22019.51,81,336.4,2.071,2.071,161,755.0,0.5,50.81,42.5,2019-01-12 18:40:31,70.2,8.87,13
0,22028.33,81,336.4,2.081,2.081,160,759.0,0.5,50.81,42.5,2019-01-12 18:40:35,67.2,8.68,13
0,22042.01,82,336.6,2.118,2.118,159,804.0,0.5,50.71,42.0,2019-01-12 18:40:41,70.2,8.59,13
0,22050.54,82,336.4,2.137,2.137,160,810.0,0.5,50.71,41.75,2019-01-12 18:40:45,73.0,8.78,13
0,22065.87,82,336.20000000000005,2.146,2.146,157,798.0,0.5,50.71,42.75,2019-01-12 18:40:52,66.2,8.09,13
0,22071.71,82,336.0,2.146,2.146,155,800.0,0.5,50.62,43.5,2019-01-12 18:40:55,62.5,7.68,13
0,22091.85,83,336.20000000000005,2.118,2.118,155,761.0,0.0,50.43,44.75,2019-01-12 18:41:05,60.5,7.68,13
0,22111.57,81,336.0,2.081,2.081,153,746.0,0.0,49.9,44.5,2019-01-12 18:41:15,74.0,8.18,13
0,22127.87,81,335.6,2.053,2.053,152,734.0,0.5,49.87,44.75,2019-01-12 18:41:24,61.5,8.18,13
0,22129.73,82,335.4,2.043,2.043,151,726.0,0.0,49.87,44.0,2019-01-12 18:41:25,60.5,8.18,13
0,22138.87,80,334.4,2.006,2.006,152,712.0,0.5,49.87,43.0,2019-01-12 18:41:31,67.2,8.96,13
0,22146.67,81,333.6,1.997,1.997,152,692.0,0.0,50.09,42.5,2019-01-12 18:41:35,70.2,9.65,13
0,22148.53,80,333.6,1.987,1.987,150,692.0,0.0,50.09,42.5,2019-01-12 18:41:36,70.2,9.65,13
0,22155.06,80,333.4,1.987,1.987,149,713.0,0.5,50.18,42.75,2019-01-12 18:41:39,72.2,9.75,13
0,22166.26,80,332.79999999999995,2.006,2.006,149,773.0,0.0,50.0,43.25,2019-01-12 18:41:44,72.2,9.37,13
0,22168.18,80,333.0,1.997,1.997,149,766.0,0.0,49.87,43.5,2019-01-12 18:41:45,71.2,9.15,13
0,22187.94,81,332.79999999999995,1.987,1.987,151,741.0,0.0,50.4,42.75,2019-01-12 18:41:55,70.2,9.25,13
0,22196.94,81,332.79999999999995,2.015,2.015,154,768.0,0.5,50.53,43.25,2019-01-12 18:41:59,72.2,9.46,13
0,22209.56,81,332.79999999999995,2.034,2.034,155,787.0,0.5,50.71,43.0,2019-01-12 18:42:05,66.2,8.37,13
0,22230.2,80,332.79999999999995,2.043,2.043,156,781.0,0.0,50.81,42.75,2019-01-12 18:42:15,76.0,9.37,13
0,22248.74,80,333.0,2.006,2.006,156,737.0,0.5,50.9,42.5,2019-01-12 18:42:25,74.0,9.75,13
0,22266.92,79,333.6,1.941,1.941,157,699.0,0.0,50.9,43.25,2019-01-12 18:42:35,71.2,9.93,13
0,22287.21,80,334.0,1.941,1.941,156,736.0,0.5,51.09,42.25,2019-01-12 18:42:45,73.0,9.75,13
0,22298.18,81,333.79999999999995,1.922,1.922,156,723.0,0.5,51.21,42.5,2019-01-12 18:42:51,68.2,9.37,13
0,22305.85,79,334.0,1.913,1.913,155,712.0,0.5,51.21,43.5,2019-01-12 18:42:55,68.2,9.37,13
0,22307.56,79,334.20000000000005,1.903,1.903,153,715.0,0.5,51.09,44.0,2019-01-12 18:42:56,67.2,9.15,13
0,22311.6,79,334.4,1.903,1.903,152,708.0,0.0,50.9,44.5,2019-01-12 18:42:58,66.2,9.25,13
0,22320.18,79,334.20000000000005,1.866,1.866,154,697.0,0.0,50.9,44.25,2019-01-12 18:43:04,71.2,9.93,13
0,22321.12,79,334.0,1.819,1.819,153,544.0,0.5,50.9,44.25,2019-01-12 18:43:05,70.2,10.25,13
0,22322.71,80,334.0,1.773,1.773,154,502.0,0.0,50.9,44.0,2019-01-12 18:43:06,69.2,10.81,13
0,22325.99,80,334.20000000000005,1.642,1.642,155,495.0,0.0,50.9,43.25,2019-01-12 18:43:08,71.2,13.56,13
0,22332.64,79,334.6,1.484,1.484,157,637.0,0.5,50.71,43.0,2019-01-12 18:43:12,71.2,12.59,13
0,22339.56,79,335.0,1.95,1.95,158,611.0,0.0,50.71,43.5,2019-01-12 18:43:15,70.2,11.81,13
0,22347.51,80,335.6,1.736,1.736,160,657.0,0.0,50.53,43.25,2019-01-12 18:43:20,72.2,10.93,13
0,22350.53,80,335.79999999999995,1.596,1.596,160,652.0,0.0,50.43,43.5,2019-01-12 18:43:22,71.2,10.81,13
0,22354.91,80,335.79999999999995,1.614,1.614,160,557.0,0.5,50.62,43.25,2019-01-12 18:43:24,71.2,11.81,13
0,22356.9,80,335.79999999999995,1.633,1.633,161,564.0,0.5,50.71,43.25,2019-01-12 18:43:25,70.2,11.71,13
0,22363.28,79,336.0,1.596,1.596,161,637.0,0.5,50.81,43.0,2019-01-12 18:43:29,73.0,11.4,13
0,22368.86,79,336.6,1.614,1.614,160,623.0,0.5,50.9,43.75,2019-01-12 18:43:32,69.2,11.03,13
0,22375.55,80,336.6,1.642,1.642,160,619.0,0.0,50.81,42.75,2019-01-12 18:43:35,70.2,11.21,13
0,22394.51,77,337.0,1.67,1.67,159,689.0,0.5,50.81,45.0,2019-01-12 18:43:45,59.5,10.03,13
0,22413.28,79,337.4,1.726,1.726,160,642.0,0.5,50.34,43.75,2019-01-12 18:43:55,72.2,10.62,13
0,22424.31,80,337.6,1.801,1.801,161,717.0,0.5,50.78,43.25,2019-01-12 18:44:00,69.2,9.84,13
0,22435.79,81,338.0,1.913,1.913,162,746.0,0.0,51.25,43.75,2019-01-12 18:44:05,65.2,8.87,13
0,22449.69,80,338.6,2.025,2.025,161,799.0,0.0,51.59,43.25,2019-01-12 18:44:11,66.2,8.28,13
0,22456.0,81,338.4,1.95,1.95,162,777.0,0.0,51.46,44.5,2019-01-12 18:44:15,62.5,7.9,13
0,22472.62,81,338.20000000000005,1.829,1.829,164,697.0,0.0,51.56,42.25,2019-01-12 18:44:25,73.0,9.93,13
0,22473.69,81,338.20000000000005,1.726,1.726,164,692.0,0.0,51.56,42.5,2019-01-12 18:44:26,72.2,10.03,13
0,22481.92,81,338.4,1.652,1.652,164,583.0,0.0,51.28,42.5,2019-01-12 18:44:30,74.0,12.18,13
0,22491.83,79,338.6,1.745,1.745,163,683.0,0.5,50.96,43.25,2019-01-12 18:44:35,70.2,10.71,13
0,22510.6,79,337.79999999999995,1.913,1.913,160,780.0,0.0,50.96,42.75,2019-01-12 18:44:44,75.0,9.65,13
0,22512.76,79,337.20000000000005,1.922,1.922,160,782.0,0.5,50.84,43.0,2019-01-12 18:44:45,73.0,9.06,13
0,22531.23,81,337.0,2.081,2.081,158,843.0,0.0,50.62,41.75,2019-01-12 18:44:53,77.0,9.15,13
0,22535.64,80,337.0,2.099,2.099,157,851.0,0.5,50.62,42.25,2019-01-12 18:44:55,76.0,8.78,13
0,22551.84,81,336.6,2.081,2.081,160,757.0,0.0,50.53,42.25,2019-01-12 18:45:04,74.0,9.46,13
0,22554.05,81,336.4,2.081,2.081,161,739.0,0.0,50.53,41.75,2019-01-12 18:45:05,75.0,9.75,13
0,22575.69,81,337.6,2.146,2.146,160,833.0,0.5,50.71,41.5,2019-01-12 18:45:15,74.0,8.96,13
0,22589.26,81,337.20000000000005,2.127,2.127,157,812.0,0.5,50.81,43.25,2019-01-12 18:45:22,69.2,8.46,13
0,22657.95,81,337.79999999999995,2.034,2.034,151,806.0,0.5,51.06,42.5,2019-01-12 18:46:05,70.2,10.93,13
0,22667.53,81,337.79999999999995,2.053,2.053,154,775.0,0.0,51.06,42.5,2019-01-12 18:46:10,69.2,9.25,13
0,22677.6,80,337.79999999999995,2.053,2.053,153,767.0,0.5,51.06,43.25,2019-01-12 18:46:15,69.2,8.87,13
0,22696.64,79,338.0,2.025,2.025,152,770.0,0.0,50.96,43.25,2019-01-12 18:46:25,73.0,9.15,13
0,22712.39,82,337.79999999999995,1.959,1.959,152,687.0,0.0,50.75,41.75,2019-01-12 18:46:35,71.2,10.03,13
0,22719.8,80,337.20000000000005,1.931,1.931,153,712.0,0.5,50.75,42.25,2019-01-12 18:46:39,74.0,10.25,13
0,22727.88,80,337.0,1.922,1.922,150,714.0,0.0,50.75,42.25,2019-01-12 18:46:43,83.7,10.62,13
0,22731.6,81,336.79999999999995,1.922,1.922,151,711.0,0.5,50.75,41.75,2019-01-12 18:46:45,65.2,10.43,13
0,22744.81,81,336.20000000000005,1.922,1.922,151,720.0,0.0,50.65,42.25,2019-01-12 18:46:51,73.0,9.93,13
0,22755.18,80,335.6,2.062,2.062,150,781.0,0.5,50.53,42.5,2019-01-12 18:46:55,74.0,9.46,13
0,22769.29,80,335.0,2.081,2.081,148,802.0,0.0,50.53,42.25,2019-01-12 18:47:01,75.0,9.25,13
0,22778.26,80,334.4,2.109,2.109,148,808.0,0.5,50.65,42.5,2019-01-12 18:47:05,73.0,8.96,13
0,22798.97,82,334.0,2.146,2.146,148,780.0,0.0,50.75,42.25,2019-01-12 18:47:14,74.0,9.15,13
0,22801.33,81,334.0,2.174,2.174,148,809.0,0.5,50.75,42.25,2019-01-12 18:47:15,75.0,9.25,13
0,22803.81,81,333.79999999999995,2.174,2.174,148,821.0,0.0,50.75,42.0,2019-01-12 18:47:16,77.0,9.15,13
0,22823.69,83,333.6,2.183,2.183,150,777.0,0.0,50.93,41.0,2019-01-12 18:47:25,73.0,9.25,13
0,22843.26,84,333.20000000000005,2.127,2.127,152,737.0,0.0,51.03,42.25,2019-01-12 18:47:35,69.2,9.06,13
0,22863.9,83,334.0,2.118,2.118,153,761.0,0.5,50.93,42.0,2019-01-12 18:47:45,70.2,9.15,13
0,22875.31,83,334.0,2.09,2.09,156,735.0,0.0,50.93,42.0,2019-01-12 18:47:51,72.2,9.65,13
0,22884.18,83,333.79999999999995,2.099,2.099,156,739.0,0.5,50.93,41.5,2019-01-12 18:47:55,73.0,9.65,13
0,22906.06,82,333.4,2.137,2.137,157,802.0,0.5,50.84,41.5,2019-01-12 18:48:05,75.0,9.15,13
0,22920.6,81,332.79999999999995,2.127,2.127,156,791.0,0.5,50.62,42.25,2019-01-12 18:48:12,72.2,8.96,13
0,22926.21,80,332.79999999999995,2.099,2.099,155,783.0,0.5,50.62,42.25,2019-01-12 18:48:15,73.0,9.25,13
0,22942.34,81,332.79999999999995,2.09,2.09,152,759.0,0.0,50.84,43.75,2019-01-12 18:48:23,68.2,8.87,13
0,22946.26,81,332.79999999999995,2.109,2.109,153,803.0,0.0,50.84,43.25,2019-01-12 18:48:25,69.2,8.68,13
0,22962.86,81,332.4,2.071,2.071,156,747.0,0.5,51.12,42.5,2019-01-12 18:48:34,69.2,9.15,13
