activity_type,altitude,cadence,distance,enhanced_altitude,enhanced_speed,fractional_cadence,heart_rate,position_lat,position_long,run_number,speed,stance_time,stance_time_balance,stance_time_percent,step_length,temperature,timestamp,vertical_oscillation,vertical_ratio
,344.4,94,3256.32,344.4,2.678,0,183,492782555,-1146117429,27,2.678,,,,,20,11/25/18 19:20,,
,345.2,91,3278.39,345.2,2.678,0.5,183,492784901,-1146117021,27,2.678,,,,,20,11/25/18 19:20,,
,345.4,93,3281.03,345.4,2.678,0.5,183,492785185,-1146117022,27,2.678,,,,,20,11/25/18 19:20,,
,346.6,90,3288.62,346.6,2.678,0.5,182,492786003,-1146117042,27,2.678,,,,,20,11/25/18 19:20,,
,347.6,91,3297.53,347.6,2.678,0.5,181,492786960,-1146117100,27,2.678,,,,,20,11/25/18 19:20,,
,348.4,92,3319.74,348.4,2.743,0.5,182,492789253,-1146116596,27,2.743,,,,,20,11/25/18 19:20,,
,348.6,92,3322.26,348.6,2.743,0.5,182,492789495,-1146116430,27,2.743,,,,,20,11/25/18 19:20,,
,350,90,3337.15,350,2.678,0.5,180,492790354,-1146114818,27,2.678,,,,,20,11/25/18 19:20,,
,349.8,93,3354.68,349.8,2.669,0,183,492790347,-1146112338,27,2.669,,,,,20,11/25/18 19:21,,
,350,93,3358.2,350,2.65,0,184,492790146,-1146111927,27,2.65,,,,,20,11/25/18 19:21,,
,350.2,93,3360.02,350.2,2.641,0,184,492789969,-1146111811,27,2.641,,,,,20,11/25/18 19:21,,
running,341.8,55,6.48,341.8,1.316,0.5,106,,,28,1.316,536,49.75,49.25,704,24,12/29/18 16:14,43.7,5.75
running,341.6,58,9.15,341.6,1.344,0,108,491813835,-1147405763,28,1.344,515,49.87,48.25,703,24,12/29/18 16:14,42.7,5.75
running,341.6,58,9.15,341.6,,0.5,112,,,28,,500,50,47.75,702,24,12/29/18 16:14,43.7,6.03
running,341.4,65,11.87,341.4,1.428,0.5,114,491814089,-1147405572,28,1.428,470,50,50,693,24,12/29/18 16:14,53.5,6.34
running,341.4,67,13.37,341.4,1.428,0.5,115,491814216,-1147405441,28,1.428,464,50.21,47.25,681,24,12/29/18 16:14,50.7,6.53
running,341.2,65,16.61,341.2,1.493,0.5,115,491814473,-1147405121,28,1.493,454,50.21,47.25,677,24,12/29/18 16:14,49.7,6.9
running,340.4,62,44.81,340.4,1.493,0.5,111,491817070,-1147404311,28,1.493,485,50.65,50,765,24,12/29/18 16:14,55.5,7.21
running,340.4,62,49.77,340.4,1.502,0.5,116,491817598,-1147404399,28,1.502,479,50.65,49,711,24,12/29/18 16:14,63.2,8.09
running,341.8,61,65.99,341.8,1.474,0.5,109,491819346,-1147404427,28,1.474,487,50.87,49.25,675,24,12/29/18 16:15,74,8.87
running,341.8,61,67.65,341.8,1.493,0,113,491819525,-1147404435,28,1.493,485,50.96,48.75,723,24,12/29/18 16:15,73,9.15
running,341.6,60,69.31,341.6,1.502,0.5,116,491819701,-1147404469,28,1.502,484,50.96,48.5,740,24,12/29/18 16:15,69.2,8.96
running,341.4,60,70.89,341.4,1.502,0.5,120,491819870,-1147404502,28,1.502,482,50.96,48.5,746,24,12/29/18 16:15,68.2,8.78
running,344,69,416.04,344,1.764,0,116,491827511,-1147381625,28,1.764,428,50.43,49.25,812,23,12/29/18 16:18,39,4.78
running,344,69,421.98,344,1.829,0.5,113,491826892,-1147381823,28,1.829,418,50.25,50,832,22,12/29/18 16:18,38,4.46
running,341.6,70,497.36,341.6,1.68,0.5,111,491818812,-1147381466,28,1.68,421,49.53,49.25,689,22,12/29/18 16:19,35,4.87
running,340.2,72,551.69,340.2,1.857,0,112,491813250,-1147379597,28,1.857,413,50.18,49.25,782,21,12/29/18 16:20,40,4.78
running,340.8,79,703.26,340.8,1.586,0,115,491806379,-1147361587,28,1.586,320,49.75,48.75,673,21,12/29/18 16:21,48.7,6.81
running,341.2,96,712.64,341.2,2.109,0,118,491806657,-1147360297,28,2.109,269,49.31,43.25,701,21,12/29/18 16:21,55.5,8.87
running,341.2,97,715.04,341.2,2.146,0.5,121,491806754,-1147359980,28,2.146,264,49.31,42.75,704,21,12/29/18 16:21,53.5,8.37
running,341.2,100,720.31,341.2,2.351,0,129,491807017,-1147359317,28,2.351,264,49.43,43.5,701,21,12/29/18 16:21,50.7,7.68
running,341.4,99,722.93,341.4,2.417,0,135,491807151,-1147358989,28,2.417,263,49.43,43.25,710,21,12/29/18 16:21,53.5,7.68
running,341.6,98,728.35,341.6,2.529,0.5,138,491807365,-1147358275,28,2.529,262,49.43,43.25,762,21,12/29/18 16:21,52.5,7.03
running,342,98,731.2,342,2.547,0,138,491807557,-1147357957,28,2.547,263,49.43,43,788,21,12/29/18 16:21,52.5,6.9
running,343.6,96,739.31,343.6,2.659,0,139,491808156,-1147357123,28,2.659,257,49.46,41.5,859,21,12/29/18 16:21,55.5,6.43
running,344,95,747.53,344,2.659,0.5,142,491808834,-1147356385,28,2.659,257,49.43,41,830,21,12/29/18 16:21,59.5,6.9
running,343.4,97,758.51,343.4,2.725,0.5,145,491809788,-1147355475,28,2.725,250,49.53,40.5,821,21,12/29/18 16:21,60.5,7.31
running,343.4,97,779.33,343.4,2.827,0.5,148,491811608,-1147353769,28,2.827,248,49.84,40.25,880,21,12/29/18 16:22,61.5,6.81
running,344,95,801.33,344,2.939,0.5,149,491813251,-1147351562,28,2.939,246,50.12,40.25,966,21,12/29/18 16:22,57.5,6.03
running,344.2,98,816.53,344.2,2.715,0,152,491813812,-1147349542,28,2.715,253,50,41.5,822,21,12/29/18 16:22,58.5,6.81
running,343.6,97,837.24,343.6,2.762,0.5,154,491814177,-1147346643,28,2.762,250,50.09,40.75,907,21,12/29/18 16:22,60.5,6.62
running,343.6,99,851.8,343.6,2.79,0.5,157,491814138,-1147344575,28,2.79,242,50.09,40,916,21,12/29/18 16:22,58.5,6.34
running,343.8,98,873.95,343.8,2.846,0,159,491813858,-1147341447,28,2.846,246,50.18,40,937,21,12/29/18 16:22,61.5,6.34
running,343.2,99,894.51,343.2,2.883,0,161,491813408,-1147338590,28,2.883,255,50.09,42,904,21,12/29/18 16:22,55.5,6.03
running,344,98,917.07,344,2.902,0,162,491812060,-1147335975,28,2.902,254,50.09,41.5,895,21,12/29/18 16:22,57.5,6.12
running,344,97,939.23,344,2.893,0.5,162,491810108,-1147334180,28,2.893,245,50.18,39.75,894,21,12/29/18 16:22,65.2,7.12
running,343.2,95,959.84,343.2,2.883,0,162,491808135,-1147332860,28,2.883,239,49.84,38.25,882,21,12/29/18 16:23,73,8.09
running,342.6,98,981.95,342.6,2.902,0.5,163,491805785,-1147332482,28,2.902,236,49.62,38.25,885,21,12/29/18 16:23,70.2,7.68
running,342.2,97,988.39,342.2,2.893,0.5,163,491805095,-1147332434,28,2.893,238,49.62,38.5,886,21,12/29/18 16:23,69.2,7.59
running,341.4,96,1011.23,341.4,2.958,0,162,491802663,-1147332184,28,2.958,238,49.68,38.25,908,21,12/29/18 16:23,72.2,7.59
running,341.2,96,1017.43,341.2,2.958,0.5,162,491802037,-1147331874,28,2.958,241,49.68,38.75,908,21,12/29/18 16:23,70.2,7.4
running,341,97,1038.77,341,2.995,0,162,491800139,-1147330171,28,2.995,249,49.87,40.25,906,21,12/29/18 16:23,65.2,7.12
running,341.4,98,1058.77,341.4,3.042,0,164,491798298,-1147328721,28,3.042,244,50.09,40,927,21,12/29/18 16:23,63.2,6.43
running,341,97,1079.03,341,3.107,0,164,491796206,-1147327963,28,3.107,247,50.28,40,981,21,12/29/18 16:23,64.2,6.34
running,340.6,95,1101.23,340.6,3.107,0,162,491793838,-1147327631,28,3.107,256,50.28,40.75,948,21,12/29/18 16:23,63.2,6.43
running,341.4,95,1121.71,341.4,3.07,0,162,491791653,-1147327881,28,3.07,252,49.28,39.75,921,21,12/29/18 16:23,65.2,6.71
running,342,96,1143.25,342,3.088,0.5,162,491789396,-1147328517,28,3.088,250,49.37,40,936,21,12/29/18 16:24,60.5,6.34
running,342.2,94,1157.75,342.2,3.07,0.5,164,491787885,-1147329015,28,3.07,253,49.56,40.5,926,21,12/29/18 16:24,63.2,6.43
running,342.6,94,1166.17,342.6,3.07,0.5,161,491787022,-1147329371,28,3.07,252,49.21,40.25,937,21,12/29/18 16:24,65.2,6.71
running,341.6,95,1188.74,341.6,3.014,0,163,491784630,-1147329804,28,3.014,250,49.06,39.75,897,21,12/29/18 16:24,65.2,7.03
running,341.8,95,1209.44,341.8,3.014,0.5,161,491782415,-1147329588,28,3.014,253,49.34,40.5,921,21,12/29/18 16:24,61.5,6.62
running,342,94,1229.98,342,3.014,0.5,158,491780235,-1147329138,28,3.014,256,49.75,40.5,944,21,12/29/18 16:24,64.2,6.71
running,341.4,95,1251.14,341.4,3.042,0,159,491778127,-1147328073,28,3.042,246,49.65,39,952,21,12/29/18 16:24,69.2,7.12
running,341.2,94,1260.36,341.2,3.051,0.5,157,491777379,-1147327223,28,3.051,248,49.75,39,992,21,12/29/18 16:24,71.2,6.9
running,341.6,95,1282.52,341.6,3.098,0,158,491776221,-1147324508,28,3.098,246,49.75,38.75,1007,21,12/29/18 16:24,69.2,6.71
running,341.2,95,1303.97,341.2,3.107,0.5,158,491776018,-1147321486,28,3.107,249,49.84,39.5,976,21,12/29/18 16:24,65.2,6.62
running,341.4,95,1326.24,341.4,3.126,0,158,491776535,-1147318402,28,3.126,251,49.65,40,989,21,12/29/18 16:25,64.2,6.43
running,341.6,95,1347.25,341.6,3.107,0.5,156,491777348,-1147315615,28,3.107,250,49.43,40,949,20,12/29/18 16:25,64.2,6.62
running,342,95,1369.2,342,3.116,0,155,491779076,-1147313540,28,3.116,246,49.34,39,953,20,12/29/18 16:25,68.2,7.03
running,342,94,1391.03,342,3.126,0.5,155,491781199,-1147312232,28,3.126,250,49.43,39.25,1005,21,12/29/18 16:25,71.2,6.81
running,342,94,1411.65,342,3.098,0,155,491783025,-1147310595,28,3.098,254,49.53,40,946,21,12/29/18 16:25,68.2,6.9
running,342,95,1431.92,342,3.032,0,157,491784167,-1147308206,28,3.032,250,49.65,39.5,870,21,12/29/18 16:25,68.2,7.31
running,341.4,95,1452.75,341.4,3.2,0,155,491784620,-1147305306,28,3.2,250,49.84,39.75,1094,21,12/29/18 16:25,67.2,6.43
running,341,95,1474.81,341,3.247,0.5,156,491785253,-1147302292,28,3.247,248,49.71,39.5,1013,21,12/29/18 16:25,66.2,6.34
running,341.2,96,1495.8,341.2,3.2,0.5,157,491786629,-1147299968,28,3.2,249,49.59,40,962,21,12/29/18 16:25,61.5,6.25
running,341.6,97,1517.17,341.6,3.163,0.5,158,491788698,-1147298703,28,3.163,250,49.37,40.25,939,21,12/29/18 16:26,62.5,6.43
running,341.2,98,1534.29,341.2,3.126,0,155,491790525,-1147298809,28,3.126,238,49.75,38.75,899,21,12/29/18 16:26,69.2,7.03
running,340.6,97,1557.7,340.6,3.042,0.5,156,491793008,-1147299215,28,3.042,242,49.84,39,851,21,12/29/18 16:26,66.2,7.5
running,341,98,1578.12,341,3.004,0.5,158,491795099,-1147298365,28,3.004,246,49.75,40.25,888,21,12/29/18 16:26,57.5,6.53
running,341,96,1598.44,341,2.986,0.5,158,491796680,-1147296428,28,2.986,253,49.75,41,893,21,12/29/18 16:26,67.2,6.62
running,340.4,97,1619.84,340.4,3.014,0,158,491797278,-1147293502,28,3.014,238,49.75,38.5,998,20,12/29/18 16:26,70.2,7.21
running,340.2,96,1635.42,340.2,3.051,0,157,491797748,-1147291383,28,3.051,238,49.75,38.25,1002,20,12/29/18 16:26,70.2,6.81
running,340.2,96,1656.34,340.2,3.042,0,158,491798921,-1147288846,28,3.042,242,49.34,38.75,947,20,12/29/18 16:26,65.2,6.71
running,340,96,1677.16,340,3.032,0,158,491800311,-1147286531,28,3.032,249,49.43,39.75,940,21,12/29/18 16:27,64.2,6.62
running,340.4,96,1697.51,340.4,3.004,0.5,158,491802067,-1147284818,28,3.004,244,49.43,39,903,21,12/29/18 16:27,66.2,7.12
running,339.8,96,1718.63,339.8,3.004,0,157,491804263,-1147284072,28,3.004,233,49.5,36.5,925,21,12/29/18 16:27,66.2,6.9
running,340,95,1740.15,340,3.004,0,155,491806554,-1147283730,28,3.004,241,48.43,38.5,917,21,12/29/18 16:27,69.2,7.31
running,340,95,1749.09,340,3.014,0,158,491807513,-1147283691,28,3.014,245,48.65,38.75,949,21,12/29/18 16:27,69.2,7.31
running,339.6,98,1771.92,339.6,2.995,0.5,160,491809964,-1147283648,28,2.995,235,47.93,38.25,910,21,12/29/18 16:27,63.2,6.9
running,339.6,97,1782.4,339.6,2.967,0.5,163,491811075,-1147283881,28,2.967,245,48.37,39.75,908,20,12/29/18 16:27,64.2,6.81
running,340.4,96,1802.66,340.4,2.846,0,162,491813131,-1147284798,28,2.846,250,48.65,40,838,20,12/29/18 16:27,61.5,6.9
running,340.8,96,1825.9,340.8,2.65,0.5,161,491815221,-1147286566,28,2.65,250,48.37,40.25,754,20,12/29/18 16:27,61.5,7.81
running,340.2,99,1835.59,340.2,2.809,0.5,164,491816224,-1147286936,28,2.809,247,48.96,40.5,910,20,12/29/18 16:27,59.5,7.31
running,340.2,97,1849.05,340.2,2.976,0,167,491817611,-1147286471,28,2.976,248,49.25,40,940,20,12/29/18 16:28,65.2,6.9
running,339.8,96,1869.43,339.8,2.93,0,168,491819318,-1147284674,28,2.93,255,49.87,40.75,950,20,12/29/18 16:28,66.2,6.81
running,340.2,95,1892.35,340.2,2.809,0.5,172,491821063,-1147282399,28,2.809,248,50.21,39.5,853,20,12/29/18 16:28,69.2,7.81
running,339.8,96,1914.45,339.8,2.883,0.5,171,491822887,-1147280388,28,2.883,246,50.43,39.5,910,20,12/29/18 16:28,67.2,7.21
running,339.4,96,1933.97,339.4,2.948,0.5,174,491824405,-1147278476,28,2.948,245,50.31,39.5,940,20,12/29/18 16:28,67.2,6.81
running,339.2,95,1955.67,339.2,2.986,0,175,491826061,-1147276326,28,2.986,247,50.31,39.25,954,20,12/29/18 16:28,70.2,7.03
running,339.2,95,1968.18,339.2,3.004,0.5,173,491827211,-1147275411,28,3.004,244,50.15,39,954,20,12/29/18 16:28,68.2,7.03
running,339.4,94,1989.93,339.4,2.967,0,173,491829397,-1147274402,28,2.967,253,50.12,40,912,20,12/29/18 16:28,67.2,7.03
running,339.2,94,2012.05,339.2,2.902,0,173,491831743,-1147273991,28,2.902,250,49.53,39.25,875,19,12/29/18 16:28,69.2,7.59
running,339,96,2034.81,339,2.874,0.5,173,491834133,-1147273306,28,2.874,250,49.93,40.25,853,19,12/29/18 16:29,63.2,7.21
running,338.6,93,2055.77,338.6,2.883,0.5,172,491836088,-1147271882,28,2.883,250,50.03,39.25,906,19,12/29/18 16:29,70.2,7.5
running,338.6,93,2076.13,338.6,2.818,0.5,170,491836858,-1147269274,28,2.818,250,49.78,39,827,19,12/29/18 16:29,72.2,8.37
running,338.2,94,2088.26,338.2,2.809,0,170,491836946,-1147267553,28,2.809,247,49.87,38.75,821,19,12/29/18 16:29,71.2,8.59
running,338,99,2094.18,338,2.809,0,170,491836867,-1147266720,28,2.809,245,49.87,39.25,846,19,12/29/18 16:29,67.2,8
running,337.8,96,2115.38,337.8,2.874,0.5,170,491836194,-1147263873,28,2.874,258,49.87,42.25,937,19,12/29/18 16:29,56.5,6.12
running,338.6,96,2135.82,338.6,2.855,0,172,491834654,-1147261836,28,2.855,256,50,41.25,861,19,12/29/18 16:29,59.5,6.53
running,338.6,95,2158.53,338.6,2.846,0.5,173,491832377,-1147260708,28,2.846,252,50.37,40.25,882,18,12/29/18 16:29,63.2,7.03
running,338.6,95,2178.9,338.6,2.818,0.5,173,491830221,-1147260207,28,2.818,252,50.37,40,862,18,12/29/18 16:29,64.2,7.31
running,338.8,96,2201.01,338.8,2.846,0,173,491827887,-1147259650,28,2.846,250,50.28,40,864,18,12/29/18 16:30,62.5,7.12
running,338.8,95,2222.08,338.8,2.874,0.5,174,491825695,-1147258941,28,2.874,248,50.15,39.25,908,18,12/29/18 16:30,69.2,7.4
running,338.8,95,2242.98,338.8,2.883,0.5,175,491823598,-1147257883,28,2.883,252,50.25,40,876,18,12/29/18 16:30,63.2,7.03
running,339.2,96,2258.96,339.2,2.939,0,174,491821977,-1147257146,28,2.939,252,50.06,40.5,957,18,12/29/18 16:30,64.2,6.62
running,339.8,94,2280.88,339.8,2.921,0.5,175,491819806,-1147255942,28,2.921,261,49.65,41.5,913,18,12/29/18 16:30,60.5,6.43
running,340.2,95,2289.19,340.2,2.902,0,176,491819022,-1147255368,28,2.902,271,49.53,43,879,18,12/29/18 16:30,59.5,6.53
running,341.4,94,2298.12,341.4,2.911,0.5,176,491818391,-1147254426,28,2.911,272,49.53,43,894,18,12/29/18 16:30,58.5,6.25
running,342.2,94,2308.98,342.2,2.893,0.5,176,491818135,-1147252925,28,2.893,275,48.78,43.25,894,18,12/29/18 16:30,55.5,6.03
running,342.4,94,2314.82,342.4,2.893,0.5,176,491818098,-1147252097,28,2.893,272,48.87,42.75,893,18,12/29/18 16:30,65.2,6.53
running,343.4,94,2330.22,343.4,2.921,0,176,491818460,-1147249969,28,2.921,257,48.65,40.25,937,18,12/29/18 16:30,58.5,6.12
running,344.6,96,2343.86,344.6,2.911,0,176,491818851,-1147248094,28,2.911,269,48.96,43,898,18,12/29/18 16:30,53.5,5.84
running,345.6,93,2354.1,345.6,2.827,0.5,176,491819330,-1147246783,28,2.827,268,49.34,42,888,18,12/29/18 16:30,73,7.12
running,345.8,92,2356.57,345.8,2.79,0,177,491819418,-1147246449,28,2.79,269,49.43,41.75,888,18,12/29/18 16:30,69.2,7.03
running,346.2,90,2361.6,346.2,2.743,0.5,177,491819463,-1147245738,28,2.743,265,49.43,40.5,875,18,12/29/18 16:30,64.2,7.03
running,346.6,91,2366.2,346.6,2.641,0.5,176,491819093,-1147245339,28,2.641,269,49.43,41,885,18,12/29/18 16:30,64.2,7.12
running,346.6,93,2386.54,346.6,2.902,0.5,177,491816920,-1147245125,28,2.902,247,49.96,38.25,962,18,12/29/18 16:31,71.2,7.5
running,346.8,93,2407.93,346.8,3.088,0,176,491814631,-1147244877,28,3.088,251,49.84,39.25,991,18,12/29/18 16:31,71.2,7.03
running,346.6,95,2428.45,346.6,3.004,0,176,491812429,-1147244772,28,3.004,247,49.93,39,940,18,12/29/18 16:31,66.2,6.81
running,346.8,95,2448.2,346.8,2.986,0.5,176,491810313,-1147244650,28,2.986,246,49.93,39.25,922,18,12/29/18 16:31,64.2,6.71
running,347.4,97,2468.57,347.4,2.976,0,176,491808140,-1147244347,28,2.976,250,49.93,40.5,905,18,12/29/18 16:31,59.5,6.34
running,347.8,94,2490.58,347.8,2.902,0,175,491805779,-1147244160,28,2.902,249,49.84,40.25,901,18,12/29/18 16:31,73,7.68
running,347,95,2512.43,347,2.865,0.5,173,491803441,-1147243986,28,2.865,247,49.93,39.25,900,18,12/29/18 16:31,67.2,7.4
running,347.2,97,2533.25,347.2,2.958,0.5,173,491801247,-1147243414,28,2.958,245,49.78,39.75,885,17,12/29/18 16:31,65.2,7.03
running,347.6,96,2553.51,347.6,2.976,0,173,491799104,-1147242936,28,2.976,244,50.09,39,943,17,12/29/18 16:32,66.2,7.03
running,347.6,94,2575.16,347.6,2.911,0.5,173,491796789,-1147242677,28,2.911,251,50.31,39.75,917,17,12/29/18 16:32,67.2,7.03
running,347.2,96,2597.69,347.2,2.865,0.5,174,491794397,-1147242177,28,2.865,244,50.5,39.25,877,17,12/29/18 16:32,64.2,7.12
running,347.2,96,2617.93,347.2,2.911,0.5,174,491792231,-1147241941,28,2.911,245,50.09,39.25,921,17,12/29/18 16:32,64.2,6.81
running,347.4,95,2632.31,347.4,2.902,0.5,173,491790704,-1147241614,28,2.902,246,50,39.25,924,17,12/29/18 16:32,66.2,6.9
running,348,95,2643.53,348,2.893,0.5,172,491789500,-1147241546,28,2.893,248,49.81,39.25,910,17,12/29/18 16:32,68.2,7.21
running,347.6,95,2666.18,347.6,2.865,0,171,491787082,-1147241150,28,2.865,246,49.71,39,890,17,12/29/18 16:32,69.2,7.5
running,347.6,98,2686.29,347.6,2.883,0,173,491784960,-1147240599,28,2.883,245,50,39.75,895,17,12/29/18 16:32,65.2,7.12
running,347.8,96,2706.35,347.8,2.893,0.5,174,491782818,-1147240282,28,2.893,245,50.09,39.25,909,17,12/29/18 16:32,67.2,7.12
running,348,97,2728.1,348,2.986,0.5,174,491780510,-1147239895,28,2.986,237,49.9,39.25,936,16,12/29/18 16:33,66.2,7.12
running,348,98,2749.93,348,3.014,0,173,491778190,-1147239426,28,3.014,232,49.75,37.75,933,16,12/29/18 16:33,67.2,7.03
running,347.6,95,2770.6,347.6,2.995,0.5,172,491775976,-1147239228,28,2.995,241,49.31,38.75,937,16,12/29/18 16:33,70.2,7.21
running,347.8,96,2792.37,347.8,2.93,0.5,172,491773650,-1147238888,28,2.93,238,49.46,38.25,890,16,12/29/18 16:33,67.2,7.31
running,347.6,96,2813.49,347.6,2.771,0,174,491771404,-1147238452,28,2.771,237,49.28,37.75,854,16,12/29/18 16:33,67.2,7.68
running,348,95,2835.39,348,2.753,0.5,174,491769066,-1147238126,28,2.753,241,48.87,38.5,883,16,12/29/18 16:33,68.2,7.59
running,347.6,94,2856.73,347.6,2.734,0.5,171,491766781,-1147237877,28,2.734,242,49,38.25,872,16,12/29/18 16:33,70.2,7.9
running,347.8,96,2879.19,347.8,2.753,0,171,491764374,-1147237636,28,2.753,242,49.25,38.75,866,16,12/29/18 16:33,67.2,7.5
running,347.8,96,2884.98,347.8,2.771,0.5,171,491763753,-1147237565,28,2.771,241,49.34,38.75,875,16,12/29/18 16:34,67.2,7.59
running,348,95,2905.16,348,2.809,0,171,491761589,-1147237332,28,2.809,244,49.75,38.75,911,16,12/29/18 16:34,70.2,7.5
running,347.4,95,2925.25,347.4,2.837,0.5,171,491759450,-1147237007,28,2.837,243,50.03,39,908,16,12/29/18 16:34,70.2,7.4
running,348,94,2945.55,348,2.837,0.5,172,491757287,-1147236647,28,2.837,244,50.06,38.5,902,16,12/29/18 16:34,72.2,7.81
running,347.6,94,2966.21,347.6,2.865,0.5,169,491755075,-1147236384,28,2.865,242,50.06,38.25,935,16,12/29/18 16:34,74,7.81
running,347.8,97,2986.77,347.8,2.883,0,169,491752887,-1147235945,28,2.883,239,49.9,38.25,918,16,12/29/18 16:34,67.2,7.21
running,348,96,3001.57,348,2.893,0,172,491751309,-1147235662,28,2.893,237,49.34,37.75,912,15,12/29/18 16:34,70.2,7.5
running,348,94,3022.48,348,2.911,0.5,171,491749095,-1147235127,28,2.911,243,49.53,38.25,925,15,12/29/18 16:34,73,7.5
running,347.8,97,3043.71,347.8,2.958,0,173,491746870,-1147234498,28,2.958,239,49.65,38.75,914,15,12/29/18 16:34,67.2,7.12
running,347.8,99,3064.97,347.8,2.995,0.5,174,491744596,-1147234265,28,2.995,230,49.75,38,931,15,12/29/18 16:35,66.2,6.9
running,347.8,97,3086.19,347.8,3.004,0.5,176,491742324,-1147234006,28,3.004,233,49.75,38,924,15,12/29/18 16:35,70.2,7.21
running,347.4,96,3106.98,347.4,2.986,0,177,491740102,-1147233748,28,2.986,233,49.75,37.5,924,15,12/29/18 16:35,74,7.59
running,347.4,95,3127.43,347.4,2.967,0,175,491737929,-1147233326,28,2.967,240,49.09,38.25,932,15,12/29/18 16:35,69.2,7.31
running,348,95,3139.43,348,2.967,0.5,174,491736646,-1147233154,28,2.967,241,49,38.25,924,15,12/29/18 16:35,69.2,7.31
running,348.4,94,3159.76,348.4,2.967,0.5,175,491734473,-1147233189,28,2.967,241,49.5,38,927,15,12/29/18 16:35,73,7.68
running,348,97,3180.34,348,2.948,0,175,491732303,-1147233726,28,2.948,233,49.78,37.5,897,15,12/29/18 16:35,73,7.9
running,346.8,95,3202.31,346.8,2.893,0.5,175,491730217,-1147235120,28,2.893,240,49.87,38,854,15,12/29/18 16:35,72.2,8.18
running,345.6,95,3210.47,345.6,2.874,0.5,174,491729592,-1147235935,28,2.874,238,50,37.75,863,15,12/29/18 16:35,73,8.18
running,344.4,95,3226.69,344.4,2.771,0,172,491728697,-1147237884,28,2.771,240,50.28,38,840,15,12/29/18 16:35,72.2,8.37
running,343,94,3234.62,343,2.706,0.5,171,491728412,-1147238948,28,2.706,238,50.18,37.5,819,15,12/29/18 16:36,75,8.87
running,341.8,93,3242.78,341.8,2.706,0.5,170,491728152,-1147240054,28,2.706,245,50.18,38.25,833,15,12/29/18 16:36,74,8.59
running,341,93,3250.98,341,2.678,0,167,491727989,-1147241204,28,2.678,242,50.18,37.5,854,15,12/29/18 16:36,76,8.68
running,340.8,93,3253.71,340.8,2.678,0.5,167,491727936,-1147241588,28,2.678,239,50.28,37.5,832,15,12/29/18 16:36,76,8.78
running,339.8,93,3273.88,339.8,3.023,0.5,165,491727402,-1147244373,28,3.023,242,49.68,37.75,1018,15,12/29/18 16:36,75,7.59
running,339.6,93,3280.45,339.6,3.051,0.5,165,491727324,-1147245301,28,3.051,245,49.43,38.25,1025,15,12/29/18 16:36,74,7.4
running,340.2,89,3301.71,340.2,3.014,0.5,164,491726574,-1147248112,28,3.014,253,49.75,38.25,1031,15,12/29/18 16:36,87.7,7.59
running,340.2,87,3312.67,340.2,2.921,0,161,491725964,-1147249448,28,2.921,264,49.75,38.75,998,14,12/29/18 16:36,88.7,8.28
running,340.2,84,3319.35,340.2,2.622,0,159,491725429,-1147250126,28,2.622,299,49.43,43,561,14,12/29/18 16:36,66.2,8.96
running,340.6,88,3319.88,340.6,2.594,0,157,491725476,-1147250074,28,2.594,277,49.34,39.5,606,14,12/29/18 16:36,91.7,12.18
running,340,89,3320.53,340,2.585,0,156,491725533,-1147250140,28,2.585,258,49.84,37.75,699,14,12/29/18 16:36,87.7,12.09
running,339.6,87,3329.27,339.6,2.669,0,157,491724943,-1147251111,28,2.669,272,49.34,39.5,637,14,12/29/18 16:36,79,11.4
running,340.6,89,3334.79,340.6,2.781,0.5,158,491724620,-1147251768,28,2.781,269,49.43,39.5,859,14,12/29/18 16:36,78,10.81
running,340.6,101,3356.45,340.6,3.387,0,160,491723752,-1147254617,28,3.387,239,49.65,38.25,896,14,12/29/18 16:36,67.2,8.18
running,340.4,96,3377.22,340.4,3.406,0.5,162,491722614,-1147257142,28,3.406,233,49.65,37.25,1074,14,12/29/18 16:37,83,7.21
running,339.6,94,3398.95,339.6,3.126,0.5,162,491720840,-1147259144,28,3.126,235,49.31,37.25,996,14,12/29/18 16:37,80,7.68
running,339.6,96,3402.1,339.6,3.126,0.5,162,491720571,-1147259416,28,3.126,230,49.31,36.75,986,14,12/29/18 16:37,76,7.68
running,339.8,96,3423.83,339.8,3.07,0,163,491718619,-1147261105,28,3.07,237,49.75,38.25,958,14,12/29/18 16:37,75,7.21
running,340,95,3438.87,340,3.051,0.5,166,491717243,-1147262227,28,3.051,237,49.21,37.75,975,14,12/29/18 16:37,62.5,6.9
running,339.6,87,3459.95,339.6,2.585,0,166,491715192,-1147263473,28,2.585,274,49.21,40.25,942,13,12/29/18 16:37,71.2,7.4
running,340,91,3475.41,340,2.65,0.5,163,491713533,-1147263526,28,2.65,262,49.43,39.75,830,13,12/29/18 16:37,73,8.28
running,339.8,94,3495.84,339.8,2.837,0,166,491711356,-1147263897,28,2.837,245,49.4,38.5,937,13,12/29/18 16:37,69.2,7.4
running,339.4,96,3518.58,339.4,2.855,0,166,491709024,-1147264732,28,2.855,242,49.78,38.25,882,13,12/29/18 16:37,70.2,7.81
running,340.4,93,3539.34,340.4,2.921,0.5,169,491706856,-1147264818,28,2.921,246,49.87,38.25,939,13,12/29/18 16:37,78,8
